"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
5.165,0.0563,4.97,348.84,4.874,5.46,11.7,13.62,,,
5.151,0.0557,13.05,284.61,4.864,5.44,11.7,14.45,,,
5.129,0.1133,18.53,237.50,4.548,5.71,11.6,13.32,,,
5.178,0.1286,16.82,246.54,4.512,5.84,11.8,14.16,,,
5.199,0.1503,14.28,235.90,4.418,5.98,11.9,13.52,,,
5.229,0.0856,7.77,291.58,4.781,5.68,12,13.43,,,
5.218,0.0404,24.87,284.64,5.007,5.43,11.9,14.25,,,
5.146,0.0149,17.98,196.92,5.070,5.22,11.7,13.62,,,
5.187,0.0575,30.66,217.31,4.888,5.49,11.8,13.24,,,
5.088,0.0760,13.05,229.43,4.701,5.47,11.5,13.71,,,
5.192,0.0911,30.12,76.07,4.719,5.67,11.8,13.60,,,
5.244,0.0590,25.73,94.78,4.935,5.55,12,13.46,,,
5.203,0.0649,24.11,317.29,4.865,5.54,11.9,13.40,,,
5.188,0.0302,11.56,123.81,5.031,5.34,11.8,14.08,,,
5.183,0.0151,30.92,152.29,5.104,5.26,11.8,13.67,,,
5.127,0.0414,15.68,314.85,4.914,5.34,11.6,14.20,,,
5.198,0.0821,30.69,327.65,4.771,5.62,11.8,13.69,12.046,0.031,
5.136,0.1095,13.45,279.53,4.574,5.70,11.6,14.09,,,
5.181,0.1207,14.27,334.00,4.556,5.81,11.8,14.49,,,
5.131,0.0286,8.96,33.59,4.984,5.28,11.6,14.36,,,
5.26,0.0710,12.89,347.56,4.887,5.63,12.1,14.26,,,
5.165,0.0346,27.71,340.49,4.987,5.34,11.7,13.42,,,
5.171,0.0941,9.05,154.93,4.685,5.66,11.8,14.63,,,
5.062,0.0776,10.07,198.71,4.669,5.45,11.4,14.26,,,
5.201,0.0456,15.40,127.23,4.964,5.44,11.9,14.15,,,
5.135,0.0475,16.96,216.71,4.891,5.38,11.6,14.28,,,
5.201,0.0735,12.97,136.51,4.818,5.58,11.9,14.24,,,
5.168,0.1496,12.99,328.46,4.395,5.94,11.7,14.44,,,
5.205,0.0753,16.74,140.17,4.813,5.60,11.9,13.63,,,
5.224,0.0666,31.84,225.39,4.876,5.57,11.9,13.42,,,
5.269,0.0648,39.01,338.00,4.928,5.61,12.1,13.29,,,
5.265,0.1365,15.17,85.94,4.546,5.98,12.1,14.11,,,
5.261,0.0563,24.47,169.38,4.965,5.56,12.1,13.43,,,
5.223,0.1034,22.15,283.01,4.683,5.76,11.9,13.92,,,
5.173,0.0129,1.79,204.16,5.107,5.24,11.8,14.41,,,
5.192,0.1231,15.32,16.31,4.553,5.83,11.8,14.27,,,
5.122,0.0631,4.19,302.78,4.799,5.45,11.6,14.37,,,
5.277,0.0452,24.14,33.80,5.039,5.52,12.1,13.77,,,
5.254,0.0357,10.73,221.22,5.066,5.44,12,14.57,,,
5.188,0.1490,19.66,87.90,4.415,5.96,11.8,13.60,,,
5.199,0.0404,14.59,237.94,4.988,5.41,11.9,13.55,,,
5.126,0.1176,15.37,10.21,4.523,5.73,11.6,13.74,,,
5.151,0.1364,21.79,43.71,4.449,5.85,11.7,13.05,,,
5.304,0.0848,28.74,158.02,4.854,5.75,12.2,13.95,,,
5.242,0.0313,22.78,38.16,5.078,5.41,12,14.10,,,
5.171,0.0876,13.65,111.63,4.718,5.62,11.8,14.41,,,
5.235,0.0230,25.81,30.79,5.115,5.36,12,14.34,,,
5.198,0.0197,18.17,171.79,5.095,5.30,11.8,14.28,,,
5.205,0.0953,15.04,74.04,4.708,5.70,11.9,13.99,,,
5.143,0.0665,14.14,357.37,4.801,5.48,11.7,14.03,,,
5.144,0.1143,18.01,152.00,4.556,5.73,11.7,14.45,,,
5.207,0.0297,10.62,282.48,5.053,5.36,11.9,14.21,,,
5.145,0.0430,20.84,74.93,4.923,5.37,11.7,13.40,,,
5.207,0.0894,24.33,133.55,4.741,5.67,11.9,14.12,,,
5.219,0.0689,16.41,148.06,4.859,5.58,11.9,14.51,,,
5.153,0.0151,30.35,101.00,5.075,5.23,11.7,13.89,,,
5.218,0.0470,29.81,43.09,4.973,5.46,11.9,13.80,,,
5.225,0.0324,9.67,26.94,5.056,5.39,11.9,13.86,,,
5.185,0.0408,3.51,159.64,4.973,5.40,11.8,14.21,,,
5.217,0.0711,30.74,278.35,4.846,5.59,11.9,13.63,,,
5.237,0.1180,6.56,67.73,4.619,5.85,12,14.30,,,
5.196,0.1610,9.06,317.88,4.359,6.03,11.8,14.47,5.943,0.020,
5.223,0.1318,14.51,309.61,4.534,5.91,11.9,14.07,,,
5.198,0.0388,10.58,105.95,4.996,5.40,11.9,14.58,,,
5.244,0.0414,22.81,283.75,5.027,5.46,12,14.38,,,
5.176,0.0461,18.37,273.69,4.937,5.41,11.8,14.13,,,
5.296,0.0647,10.97,45.04,4.953,5.64,12.2,14.26,,,
5.201,0.0652,8.13,8.78,4.862,5.54,11.9,14.49,,,
5.218,0.0891,10.59,315.33,4.753,5.68,11.9,14.87,,,
5.146,0.0759,9.49,7.76,4.755,5.54,11.7,14.27,,,
5.187,0.0631,11.30,177.87,4.859,5.51,11.8,14.08,,,
5.257,0.1345,9.76,207.97,4.550,5.96,12.1,14.38,,,
5.19,0.0344,14.31,72.77,5.012,5.37,11.8,13.78,,,
5.252,0.0329,31.07,316.42,5.079,5.42,12,13.36,,,
5.166,0.0698,9.02,158.24,4.805,5.53,11.7,14.50,,,
5.124,0.0949,18.66,178.92,4.638,5.61,11.6,14.35,,,
5.151,0.0483,15.49,154.93,4.903,5.40,11.7,13.80,,,
5.202,0.0973,22.62,41.52,4.696,5.71,11.9,13.14,,,
44.57,0.0528,2.45,185.08,42.217,46.93,298,11.10,,,15.918
5.226,0.0580,27.58,168.05,4.923,5.53,11.9,13.77,,,
5.141,0.0603,28.88,244.86,4.831,5.45,11.7,14.30,,,
5.226,0.0698,19.94,295.94,4.861,5.59,11.9,13.93,,,
5.175,0.0597,4.59,97.41,4.866,5.48,11.8,14.39,,,
5.133,0.0599,10.29,134.95,4.826,5.44,11.6,14.39,,,
5.094,0.0484,28.24,306.11,4.848,5.34,11.5,14.01,,,
5.186,0.0679,15.15,160.08,4.834,5.54,11.8,13.71,,,
5.175,0.0567,7.27,107.86,4.881,5.47,11.8,14.10,,,
5.253,0.0674,12.68,153.91,4.899,5.61,12,14.03,,,
5.216,0.0686,31.91,296.20,4.858,5.57,11.9,13.18,,,
5.201,0.0983,8.46,250.79,4.690,5.71,11.9,14.05,,,
5.213,0.0920,16.66,181.44,4.733,5.69,11.9,14.00,,,
5.233,0.0504,22.04,51.88,4.969,5.50,12,13.92,,,
47.45,0.0651,24.82,285.03,44.360,50.53,327,5.60,,,
5.234,0.0588,29.63,75.10,4.926,5.54,12,13.90,,,
5.279,0.0856,28.32,221.46,4.827,5.73,12.1,13.00,,,
5.145,0.0155,9.22,155.51,5.066,5.23,11.7,14.55,,,
5.231,0.0691,23.84,175.40,4.870,5.59,12,13.76,,,
5.239,0.1180,12.25,334.20,4.621,5.86,12,13.60,,,
42.51,0.0382,2.58,252.34,40.887,44.14,277,7.90,,,
5.248,0.0201,30.85,156.87,5.142,5.35,12,13.40,,,
5.189,0.0251,35.60,262.23,5.059,5.32,11.8,13.80,,,
5.148,0.0272,4.09,100.45,5.008,5.29,11.7,14.30,,,
5.194,0.0720,28.26,155.97,4.820,5.57,11.8,14.07,,,
5.19,0.0117,25.03,120.28,5.129,5.25,11.8,14.13,,,
5.241,0.0266,8.48,5.79,5.101,5.38,12,14.51,,,
5.164,0.0529,18.50,355.44,4.890,5.44,11.7,14.22,,,
5.189,0.0984,11.92,14.74,4.678,5.70,11.8,14.08,,,
5.193,0.0961,6.14,175.76,4.694,5.69,11.8,14.56,,,
5.136,0.0990,4.71,160.66,4.628,5.64,11.6,14.79,,,
5.271,0.0312,6.60,6.40,5.106,5.44,12.1,14.34,,,
5.338,0.0280,8.49,73.81,5.188,5.49,12.3,14.16,,,
5.162,0.0385,7.86,214.60,4.963,5.36,11.7,14.93,,,
5.173,0.0609,5.14,59.28,4.858,5.49,11.8,14.98,,,
5.256,0.0378,3.48,327.94,5.057,5.45,12,14.79,,,
5.138,0.1128,9.21,39.09,4.559,5.72,11.6,14.40,,,
5.135,0.0630,16.45,43.70,4.812,5.46,11.6,14.46,,,
5.258,0.0324,3.35,220.05,5.087,5.43,12.1,14.49,,,
5.138,0.0562,8.62,208.25,4.849,5.43,11.6,14.52,,,
5.248,0.1653,12.92,336.64,4.380,6.12,12,14.02,,,
5.199,0.1140,13.67,99.04,4.606,5.79,11.9,14.12,,,
5.18,0.0592,5.49,248.13,4.873,5.49,11.8,14.88,,,
5.164,0.0373,13.48,96.14,4.972,5.36,11.7,14.17,,,
5.227,0.0404,0.56,55.37,5.016,5.44,11.9,14.77,,,
5.203,0.1234,8.49,174.00,4.561,5.85,11.9,14.51,,,
5.176,0.1485,9.22,169.59,4.407,5.94,11.8,14.12,,,
5.219,0.1131,2.05,106.42,4.629,5.81,11.9,14.54,,,
5.222,0.1314,4.42,20.26,4.535,5.91,11.9,14.81,,,
5.136,0.0824,7.39,277.32,4.713,5.56,11.6,14.57,,,
5.142,0.0640,8.93,302.42,4.813,5.47,11.7,14.37,,,
5.12,0.0872,7.00,222.28,4.674,5.57,11.6,14.73,,,
5.199,0.0578,2.38,172.27,4.898,5.50,11.9,14.80,,,
5.238,0.0024,9.48,150.24,5.225,5.25,12,14.29,,,
5.13,0.0768,6.60,161.67,4.736,5.52,11.6,14.55,,,
5.269,0.0941,4.22,15.81,4.774,5.77,12.1,14.58,,,
5.229,0.1439,4.45,39.36,4.477,5.98,12,14.69,,,
5.218,0.0418,21.10,155.53,5.000,5.44,11.9,14.40,,,
5.214,0.0993,17.05,325.94,4.696,5.73,11.9,14.30,,,
5.221,0.0663,28.69,354.91,4.875,5.57,11.9,13.80,,,
5.142,0.0386,18.88,348.94,4.944,5.34,11.7,14.01,,,
5.166,0.0793,36.64,204.66,4.756,5.58,11.7,12.83,,,
5.193,0.1936,3.48,41.19,4.188,6.20,11.8,14.90,,,
5.248,0.0638,8.53,113.42,4.913,5.58,12,14.28,,,
5.27,0.0316,16.34,72.27,5.103,5.44,12.1,13.41,,,
39.67,0.0819,30.11,314.06,36.424,42.92,250,7.77,,,
46.31,0.1198,15.68,293.39,40.760,51.86,315,7.40,,,
5.207,0.0460,20.54,38.21,4.967,5.45,11.9,13.97,,,
5.136,0.0536,6.24,186.63,4.861,5.41,11.6,14.47,,,
5.162,0.0326,3.89,10.53,4.994,5.33,11.7,14.54,,,
5.157,0.0520,9.63,289.17,4.889,5.43,11.7,13.70,,,
5.184,0.1227,5.92,225.18,4.548,5.82,11.8,14.86,,,
5.3,0.0885,7.67,15.89,4.831,5.77,12.2,14.14,,,
5.15,0.0792,9.43,97.27,4.743,5.56,11.7,14.60,,,
5.338,0.0366,2.64,355.72,5.142,5.53,12.3,14.53,,,
5.248,0.0512,9.88,17.11,4.979,5.52,12,13.47,,,
5.234,0.0616,8.88,66.27,4.912,5.56,12,14.30,,,
5.143,0.0683,14.35,72.67,4.792,5.49,11.7,14.25,,,
5.195,0.0770,3.69,70.01,4.795,5.60,11.8,14.39,,,
29.15,0.6309,12.68,115.12,10.760,47.54,157,10.03,,,
5.219,0.0420,9.58,329.51,5.000,5.44,11.9,14.45,,,
5.167,0.0917,35.79,294.76,4.693,5.64,11.7,13.35,,,
5.208,0.0632,15.03,325.86,4.879,5.54,11.9,14.30,,,
40.01,0.0126,17.21,48.03,39.503,40.51,253,5.33,,,
5.19,0.1512,22.60,51.59,4.405,5.97,11.8,13.84,,,
5.251,0.0256,1.52,34.71,5.117,5.39,12,14.47,,,
5.291,0.0354,6.57,25.99,5.104,5.48,12.2,13.88,,,
5.173,0.0295,16.54,44.51,5.020,5.33,11.8,13.81,,,
5.238,0.0367,5.16,293.57,5.045,5.43,12,14.62,,,
5.228,0.0295,7.20,159.32,5.074,5.38,12,14.42,,,
5.143,0.0531,5.72,320.99,4.870,5.42,11.7,14.60,,,
8.595,0.2999,6.33,177.90,6.018,11.17,25.2,12.83,,,
5.703,0.0564,43.33,20.48,5.381,6.02,13.6,12.70,,,
5.227,0.0810,30.90,224.26,4.804,5.65,12,13.64,,,
5.307,0.0557,8.25,227.95,5.011,5.60,12.2,14.54,,,
5.206,0.0489,11.74,283.97,4.951,5.46,11.9,14.44,,,
48.01,0.1772,19.29,221.44,39.498,56.51,333,6.61,,,
55.42,0.3140,26.75,219.95,38.018,72.82,413,7.16,,,
5.179,0.0702,8.39,35.59,4.815,5.54,11.8,14.36,,,
53.73,0.3251,4.80,174.74,36.261,71.19,394,6.74,,,
54.87,0.2453,26.76,158.07,41.410,68.32,406,4.91,,,
42.02,0.1283,36.07,225.58,36.628,47.41,272,5.35,,,
5.287,0.0962,6.81,211.18,4.779,5.80,12.2,14.19,,,
5.214,0.0915,14.06,208.01,4.736,5.69,11.9,13.99,,,
5.219,0.0326,11.55,164.40,5.049,5.39,11.9,13.92,,,
5.23,0.1616,12.59,147.82,4.385,6.07,12,14.13,,,
5.164,0.0515,6.15,315.86,4.898,5.43,11.7,14.41,,,
5.155,0.0100,34.52,301.80,5.103,5.21,11.7,13.40,,,
5.149,0.0828,7.04,88.62,4.722,5.58,11.7,14.64,,,
5.268,0.0467,9.30,215.97,5.022,5.51,12.1,14.33,,,
150.8,0.7282,33.59,42.85,40.991,260.65,1.85e+03,6.60,,,
5.147,0.0938,7.03,214.55,4.664,5.63,11.7,14.47,,,
5.178,0.0892,16.85,221.94,4.716,5.64,11.8,14.16,,,
5.219,0.0150,3.28,318.32,5.141,5.30,11.9,14.58,,,
5.062,0.1930,3.84,199.01,4.085,6.04,11.4,15.40,,,
5.233,0.0630,9.94,154.78,4.903,5.56,12,14.46,,,
5.199,0.1114,7.78,77.34,4.620,5.78,11.9,14.55,,,
5.237,0.1065,6.12,225.44,4.679,5.79,12,14.70,,,
5.222,0.1352,17.36,163.22,4.517,5.93,11.9,14.38,,,
5.187,0.0821,18.21,158.38,4.761,5.61,11.8,14.43,,,
5.244,0.2430,6.73,154.38,3.970,6.52,12,14.17,9.113,0.085,
42.5,0.1268,25.87,243.89,37.110,47.89,277,4.73,,,
21.27,0.3813,24.26,95.73,13.162,29.38,98.1,7.84,,,
5.194,0.0252,3.52,302.55,5.063,5.32,11.8,14.74,,,
43.58,0.0765,1.65,58.01,40.245,46.92,288,7.80,,,
42.29,0.1563,12.14,355.16,35.679,48.90,275,7.40,,,
44.02,0.1644,8.33,126.15,36.779,51.26,292,7.90,,,
41.04,0.0319,7.46,287.31,39.731,42.35,263,8.20,,,
86.86,0.6102,18.38,36.83,33.861,139.87,810,8.20,,,
39.31,0.1014,6.95,353.20,35.325,43.30,246,8.30,,,
39.12,0.1794,9.90,11.15,32.097,46.13,245,7.20,,,
44,0.0617,2.76,103.60,41.280,46.71,292,7.00,,,
45.58,0.1279,2.85,69.64,39.745,51.41,308,7.40,,,
44.5,0.1029,2.30,107.62,39.917,49.08,297,7.40,,,
43.74,0.0863,3.20,289.84,39.966,47.51,289,6.80,,,
42.8,0.0614,5.03,192.29,40.166,45.42,280,7.70,,,
43.75,0.0454,3.90,190.06,41.759,45.74,289,7.80,,,
43.96,0.0198,3.68,306.60,43.094,44.83,292,7.60,,,
72.52,0.4125,50.32,178.64,42.604,102.43,618,8.00,,,
47.82,0.2838,8.33,89.69,34.247,61.39,331,8.20,,,
41.79,0.1095,18.24,182.68,37.208,46.36,270,7.70,,,
59.06,0.3809,13.72,60.08,36.568,81.56,454,5.84,,,
47.85,0.0863,7.64,184.86,43.723,51.98,331,7.45,,,
42.44,0.0476,7.29,51.04,40.418,44.45,276,8.20,,,
53.18,0.2882,7.73,79.63,37.850,68.51,388,8.30,,,
39.38,0.2524,19.84,273.78,29.441,49.32,247,7.40,,,
39.59,0.2600,20.04,186.94,29.297,49.88,249,9.60,,,
39.33,0.2286,7.24,25.88,30.341,48.33,247,9.00,,,
40.71,0.0121,19.63,321.95,40.215,41.20,260,7.40,,,
42.49,0.0835,9.96,117.28,38.939,46.04,277,8.20,,,
41.32,0.0610,12.48,336.08,38.795,43.84,266,8.00,,,
41.98,0.0774,40.72,142.40,38.729,45.23,272,7.10,,,
25.39,0.1607,14.16,56.10,21.309,29.47,128,6.67,,,
43.47,0.2806,18.69,97.84,31.272,55.67,287,5.76,,,
47.08,0.2559,20.68,9.84,35.034,59.13,323,6.37,,,
9.681,0.5076,37.21,248.01,4.767,14.59,30.1,11.57,,,
5.17,0.0572,8.71,183.73,4.874,5.47,11.8,13.96,,,
5.225,0.0359,3.68,141.74,5.037,5.41,11.9,14.09,,,
5.244,0.0920,5.93,173.59,4.761,5.73,12,14.38,,,
14.51,0.5436,9.48,30.68,6.621,22.39,55.3,11.78,,,
39.61,0.2847,11.94,347.13,28.333,50.88,249,8.80,,,
42.58,0.2574,2.67,248.62,31.621,53.54,278,7.87,,,
39.67,0.2469,18.77,173.64,29.870,49.46,250,6.45,,,
46.35,0.1532,6.74,209.07,39.253,53.46,316,6.30,,,
40.17,0.0376,20.61,312.08,38.660,41.68,255,6.78,,,
44.1,0.0653,0.79,255.69,41.220,46.98,293,7.30,,,
44.44,0.0882,3.46,178.67,40.523,48.36,296,6.47,,,
46.57,0.1612,8.45,112.32,39.061,54.08,318,6.27,,,
46.13,0.1025,2.02,238.16,41.405,50.86,313,6.76,,,11.78
45.36,0.0774,1.84,187.03,41.848,48.87,305,6.90,,,6.42
204.5,0.7842,10.63,251.58,44.117,364.79,2.92e+03,6.34,,,
43.57,0.1732,23.51,117.77,36.025,51.12,288,5.90,,,
47.79,0.0782,11.92,78.59,44.051,51.52,330,5.92,,,
8.685,0.2344,33.24,63.59,6.649,10.72,25.6,12.01,,,
43.98,0.0795,4.17,277.78,40.486,47.48,292,6.20,,,
38.71,0.0331,3.83,204.31,37.431,39.99,241,6.70,,,
158.6,0.7597,15.52,11.02,38.128,279.16,2e+03,7.40,,,
5.236,0.0320,29.65,264.73,5.068,5.40,12,13.53,,,
5.211,0.0344,5.80,305.29,5.032,5.39,11.9,14.38,,,
5.087,0.0713,9.70,101.19,4.724,5.45,11.5,14.18,,,
5.167,0.0626,7.64,310.13,4.844,5.49,11.7,14.47,,,
5.23,0.0679,8.44,22.03,4.875,5.59,12,14.26,,,
5.128,0.0831,11.44,6.07,4.701,5.55,11.6,14.05,,,
170.6,0.8056,23.38,354.68,33.165,308.08,2.23e+03,6.67,,,
46.25,0.1242,1.64,110.99,40.511,52.00,315,7.10,,,
45.81,0.1139,2.70,28.99,40.594,51.03,310,6.71,,,
43.39,0.1272,4.67,36.32,37.871,48.91,286,7.80,,,
39.54,0.2953,19.19,241.08,27.859,51.21,249,6.60,,,
5.138,0.0687,6.57,179.34,4.785,5.49,11.6,14.45,,,
42.42,0.0354,1.16,347.01,40.922,43.92,276,5.70,,,
5.165,0.0515,10.61,211.84,4.898,5.43,11.7,13.53,,,
5.194,0.2125,26.56,124.89,4.090,6.30,11.8,13.91,,,
5.173,0.1319,17.38,329.82,4.491,5.86,11.8,14.05,10.528,0.048,
5.094,0.0184,28.18,263.73,5.000,5.19,11.5,13.19,,,
5.16,0.1442,15.42,260.25,4.416,5.90,11.7,14.37,11.437,0.028,
5.178,0.0484,4.88,137.58,4.928,5.43,11.8,14.49,,,
5.257,0.0682,31.25,213.73,4.899,5.62,12.1,13.29,,,
5.234,0.0885,18.81,79.67,4.771,5.70,12,14.44,,,
5.166,0.0506,18.38,276.60,4.905,5.43,11.7,13.64,,,
5.125,0.0450,6.07,104.15,4.895,5.36,11.6,14.29,,,
5.192,0.1096,12.23,329.95,4.622,5.76,11.8,13.98,,,
5.203,0.1062,13.68,95.39,4.650,5.76,11.9,14.01,,,
5.103,0.0670,18.43,340.59,4.762,5.44,11.5,13.23,,,
5.245,0.1598,8.01,116.92,4.407,6.08,12,14.70,,,
5.287,0.1281,10.08,80.18,4.610,5.96,12.2,13.90,,,
5.197,0.0521,12.60,313.03,4.926,5.47,11.8,14.15,,,
5.191,0.0496,7.92,208.07,4.934,5.45,11.8,14.33,,,
5.159,0.0622,3.39,146.01,4.838,5.48,11.7,14.54,,,
5.17,0.0611,5.35,122.59,4.855,5.49,11.8,14.33,,,
5.223,0.0503,8.78,174.79,4.961,5.49,11.9,14.26,,,
5.147,0.1253,12.84,50.90,4.502,5.79,11.7,13.65,,,
5.161,0.0549,17.87,236.88,4.878,5.44,11.7,13.91,,,
5.256,0.0694,12.50,122.47,4.891,5.62,12,14.21,,,
5.124,0.1303,9.50,144.62,4.456,5.79,11.6,14.43,,,
5.259,0.0046,6.43,251.70,5.235,5.28,12.1,13.86,,,
5.339,0.0811,10.58,270.35,4.906,5.77,12.3,14.04,,,
5.157,0.1168,10.29,289.02,4.555,5.76,11.7,14.49,,,
5.204,0.0576,5.53,78.42,4.904,5.50,11.9,14.80,,,
5.297,0.0164,16.49,348.27,5.210,5.38,12.2,13.81,,,
5.143,0.0029,8.58,221.85,5.128,5.16,11.7,13.85,,,
5.3,0.0356,19.51,267.23,5.111,5.49,12.2,13.73,,,
5.21,0.0829,7.81,171.86,4.778,5.64,11.9,14.40,,,
5.174,0.0853,5.27,207.10,4.733,5.62,11.8,14.08,,,
5.055,0.0454,1.98,204.84,4.826,5.28,11.4,14.66,,,
14.64,0.2668,23.96,220.51,10.733,18.54,56,10.00,,,
5.182,0.0260,25.04,38.44,5.047,5.32,11.8,13.99,,,
5.209,0.0686,33.75,85.78,4.852,5.57,11.9,14.31,,,
5.185,0.0622,29.53,172.09,4.862,5.51,11.8,13.71,,,
5.231,0.0742,29.70,193.53,4.843,5.62,12,13.80,,,
43.62,0.1300,3.65,297.76,37.951,49.29,288,6.70,,,
43.94,0.0608,4.49,335.63,41.272,46.62,291,6.10,,,
43.77,0.1321,10.69,166.92,37.990,49.56,290,7.61,,,
46.65,0.2034,7.95,188.26,37.160,56.14,319,7.40,,,
44.75,0.1043,18.25,0.01,40.088,49.42,299,7.40,,,
5.223,0.0199,20.32,124.98,5.119,5.33,11.9,13.87,,,
5.257,0.0355,19.96,251.39,5.071,5.44,12.1,13.99,,,
5.224,0.1172,13.29,206.48,4.611,5.84,11.9,13.10,,,
5.194,0.0370,14.25,235.59,5.002,5.39,11.8,14.29,,,
5.214,0.0765,20.01,149.25,4.815,5.61,11.9,13.78,,,
5.169,0.0646,31.35,194.40,4.836,5.50,11.8,13.76,,,
5.136,0.0585,27.99,49.42,4.835,5.44,11.6,13.40,,,
5.153,0.0153,30.24,299.15,5.074,5.23,11.7,13.75,,,
5.209,0.0330,28.15,269.05,5.037,5.38,11.9,13.05,,,
5.098,0.0505,29.78,188.56,4.840,5.36,11.5,13.50,,,
5.173,0.0845,20.49,22.45,4.736,5.61,11.8,13.60,,,
5.199,0.0311,20.19,156.96,5.038,5.36,11.9,13.37,,,
5.289,0.0735,30.38,200.27,4.900,5.68,12.2,13.51,,,
5.259,0.1169,31.05,189.28,4.644,5.87,12.1,13.38,,,
5.245,0.0317,28.33,139.44,5.078,5.41,12,13.71,,,
5.163,0.0425,30.54,200.34,4.944,5.38,11.7,13.89,,,
5.279,0.0491,29.22,171.50,5.020,5.54,12.1,13.23,,,
5.279,0.0409,6.91,328.13,5.064,5.50,12.1,13.88,,,
5.348,0.0604,3.00,137.03,5.024,5.67,12.4,14.47,,,
5.21,0.0904,25.71,276.09,4.739,5.68,11.9,13.50,,,
5.233,0.1277,14.50,125.90,4.565,5.90,12,14.17,,,
5.228,0.1281,17.55,77.17,4.559,5.90,12,14.36,,,
5.223,0.0456,19.95,93.40,4.985,5.46,11.9,14.38,,,
5.307,0.0660,21.35,80.54,4.956,5.66,12.2,14.25,,,
5.261,0.0520,29.42,141.09,4.988,5.53,12.1,13.83,,,
5.276,0.0902,18.99,271.00,4.800,5.75,12.1,13.61,,,
5.148,0.1244,22.43,183.13,4.507,5.79,11.7,13.76,,,
5.284,0.0190,6.18,357.42,5.184,5.38,12.1,13.84,,,
5.214,0.0545,35.41,1.72,4.930,5.50,11.9,13.60,,,
5.18,0.0424,14.45,328.76,4.960,5.40,11.8,13.97,,,
5.228,0.0812,18.18,304.67,4.803,5.65,12,14.00,,,
5.225,0.0218,12.88,173.55,5.111,5.34,11.9,13.99,,,
5.234,0.0685,10.30,61.17,4.875,5.59,12,14.08,,,
5.214,0.0506,10.16,209.10,4.950,5.48,11.9,14.26,,,
5.215,0.0418,30.77,229.41,4.997,5.43,11.9,14.04,,,
5.157,0.0255,18.02,259.03,5.026,5.29,11.7,13.83,,,
5.218,0.0884,7.65,166.45,4.757,5.68,11.9,14.27,,,
5.186,0.0116,7.38,59.28,5.126,5.25,11.8,14.05,,,
5.139,0.0440,8.59,273.84,4.913,5.36,11.6,14.30,,,
5.165,0.1489,15.34,234.78,4.395,5.93,11.7,13.99,,,
5.153,0.0589,39.00,246.61,4.849,5.46,11.7,13.59,,,
5.217,0.0562,5.14,47.30,4.924,5.51,11.9,14.13,,,
5.234,0.0871,11.05,309.15,4.778,5.69,12,13.63,,,
5.227,0.1208,2.46,260.42,4.595,5.86,12,14.36,,,
5.179,0.1012,26.73,189.76,4.655,5.70,11.8,13.88,,,
5.284,0.0169,8.25,250.78,5.195,5.37,12.1,14.09,,,
5.192,0.1111,9.65,306.12,4.615,5.77,11.8,14.29,,,
30.81,0.4646,10.27,170.93,16.494,45.12,171,8.35,,,9.112
5.226,0.0779,29.17,169.26,4.819,5.63,11.9,13.62,,,
5.145,0.0366,20.87,48.02,4.957,5.33,11.7,13.85,,,
5.184,0.0592,37.76,292.52,4.878,5.49,11.8,13.47,,,
5.236,0.1560,10.78,84.68,4.419,6.05,12,14.48,,,
5.223,0.0747,30.87,241.96,4.833,5.61,11.9,14.04,,,
5.143,0.0702,29.15,3.99,4.782,5.50,11.7,13.40,,,
5.254,0.0248,8.41,247.45,5.124,5.38,12,14.21,,,
5.249,0.0192,8.80,292.70,5.149,5.35,12,14.32,,,
5.149,0.0876,26.75,248.50,4.698,5.60,11.7,13.61,,,
5.243,0.0497,29.70,251.86,4.982,5.50,12,13.85,,,
5.226,0.0911,9.97,179.22,4.750,5.70,11.9,14.10,,,
5.13,0.0546,28.37,286.54,4.849,5.41,11.6,13.69,11.625,0.043,
5.164,0.0651,29.41,243.38,4.828,5.50,11.7,13.90,,,
5.209,0.1267,15.27,249.62,4.549,5.87,11.9,14.41,,,
5.2,0.1393,25.65,268.87,4.476,5.92,11.9,13.96,,,
5.273,0.1078,12.77,143.79,4.705,5.84,12.1,14.06,,,
5.29,0.0543,14.23,157.12,5.003,5.58,12.2,14.24,,,
5.173,0.1197,6.06,131.21,4.553,5.79,11.8,14.35,,,
5.212,0.0801,16.06,47.19,4.794,5.63,11.9,14.28,,,
5.206,0.1281,18.16,131.72,4.539,5.87,11.9,14.42,,,
5.097,0.1443,10.01,54.19,4.362,5.83,11.5,14.05,,,
5.173,0.0272,12.78,36.41,5.032,5.31,11.8,14.24,,,
5.202,0.0435,12.40,339.30,4.976,5.43,11.9,14.28,,,
5.24,0.0411,18.28,325.85,5.025,5.45,12,13.93,,,
5.334,0.0932,13.24,65.91,4.837,5.83,12.3,13.51,,,
5.28,0.0886,20.45,72.51,4.812,5.75,12.1,13.81,,,
5.166,0.0334,21.73,14.37,4.993,5.34,11.7,13.94,,,
5.209,0.1099,6.35,270.08,4.636,5.78,11.9,14.35,,,
5.163,0.0763,8.55,19.57,4.769,5.56,11.7,14.30,,,
4.931,0.2205,20.60,41.14,3.844,6.02,10.9,14.22,,,
5.145,0.0972,8.81,33.80,4.645,5.64,11.7,14.41,,,
5.264,0.0065,29.20,269.78,5.230,5.30,12.1,14.03,,,
5.237,0.0523,7.00,330.17,4.963,5.51,12,14.17,,,
