"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
5.253,0.0757,19.82,319.48,4.855,5.65,12,14.62,,,
5.271,0.2862,21.43,313.87,3.763,6.78,12.1,14.80,,,
5.717,0.3861,16.22,21.57,3.510,7.92,13.7,15.70,,,
20.79,0.6688,18.54,231.58,6.887,34.70,94.8,13.60,,,
55.92,0.3805,23.04,225.97,34.640,77.20,418,7.99,,,
45.47,0.0942,17.97,258.13,41.184,49.75,307,6.25,,,
89.48,0.6502,23.42,225.82,31.304,147.66,846,9.82,,,
42.07,0.1371,26.12,2.79,36.305,47.84,273,8.29,,,
82.57,0.6584,4.36,30.49,28.208,136.94,750,7.30,,,
41.79,0.0947,7.42,187.21,37.834,45.75,270,6.60,,,
38.88,0.0392,28.30,25.21,37.353,40.40,242,6.50,,,
38.79,0.0534,26.59,6.94,36.715,40.86,242,8.70,,,
43.97,0.1209,12.18,350.92,38.653,49.29,292,7.00,,,
47.82,0.0345,20.84,108.42,46.169,49.47,331,5.90,,,
53.39,0.3177,24.67,254.45,36.430,70.35,390,8.29,,,
46.17,0.1690,21.53,73.57,38.372,53.97,314,6.84,,,
40.83,0.0983,25.38,240.07,36.812,44.84,261,7.67,,,
43.2,0.0350,32.63,135.74,41.682,44.71,284,7.44,,,
55.55,0.3267,29.04,195.16,37.397,73.69,414,6.95,,,
65.59,0.4643,24.81,309.51,35.131,96.04,531,8.26,,,
44.1,0.2732,18.95,340.37,32.052,56.14,293,7.48,,,
56.09,0.3702,21.91,348.21,35.324,76.85,420,7.99,,,
55.98,0.3886,25.94,190.96,34.229,77.74,419,7.38,,,
81.07,0.9660,91.78,33.89,2.759,159.37,730,14.50,,,
40.56,0.0939,16.33,247.56,36.751,44.37,258,8.20,,,
44.75,0.0899,0.95,347.00,40.730,48.77,299,6.77,,,
31.26,0.2956,13.72,210.06,22.017,40.50,175,9.30,,,
22.12,0.4791,15.34,261.62,11.522,32.72,104,10.10,,,
57.3,0.5379,13.28,19.56,26.478,88.12,434,8.80,,,
448,0.8979,12.10,64.62,45.731,850.30,9.48e+03,6.20,,,
240.7,0.8698,6.02,354.86,31.333,450.13,3.74e+03,8.90,,,
73.99,0.5111,9.31,173.81,36.172,111.80,636,7.10,,,
50.92,0.3242,15.92,19.53,34.410,67.43,363,6.50,,,
46.78,0.1664,24.25,129.48,38.998,54.56,320,8.00,,,
26.18,0.2937,18.80,354.56,18.491,33.87,134,10.60,,,
20.21,0.7648,1.62,64.28,4.755,35.67,90.9,16.50,,,
21.84,0.5225,0.93,98.20,10.431,33.26,102,14.60,,,
21,0.5103,10.11,89.36,10.285,31.72,96.3,13.39,,,
47.08,0.2079,5.50,69.57,37.296,56.87,323,7.30,,,
26.63,0.8013,9.55,219.15,5.290,47.96,137,15.40,,,
35.02,0.8513,3.11,11.30,5.208,64.84,207,16.40,,,
39.61,0.2360,7.97,207.06,30.266,48.96,249,7.70,,,
39.72,0.1873,3.91,83.08,32.285,47.16,250,9.10,,,
39.85,0.1746,5.44,68.52,32.891,46.80,252,8.50,,,
39.68,0.2557,16.24,188.40,29.533,49.83,250,8.90,,,
39.58,0.1625,5.75,267.32,33.143,46.01,249,8.20,,,
30.16,0.0735,30.75,129.35,27.947,32.38,166,10.20,,,
47.97,0.2046,0.07,33.64,38.152,57.78,332,7.90,,,
47.94,0.2828,3.45,348.46,34.381,61.49,332,7.90,,,
62.79,0.4432,5.81,46.85,34.964,90.62,498,6.80,,,
63.48,0.4345,11.32,113.08,35.893,91.06,506,9.20,,,
76.73,0.4457,27.61,307.67,42.530,110.94,672,7.60,,,
44.03,0.0848,4.56,244.65,40.294,47.76,292,7.89,,,
44.02,0.1202,2.61,174.06,38.729,49.31,292,9.00,,,
43.98,0.0815,6.86,152.53,40.394,47.56,292,8.90,,,
43.96,0.0845,2.38,184.96,40.244,47.67,291,8.20,,,
44.01,0.1759,3.55,27.49,36.272,51.75,292,8.90,,,
55.79,0.3807,5.02,304.95,34.550,77.03,417,7.20,,,
42.44,0.1493,5.19,194.10,36.106,48.78,276,7.70,,,
42.65,0.1575,9.75,307.00,35.928,49.37,279,8.10,,,
80.4,0.5421,17.59,18.97,36.817,123.98,721,8.80,,,
46.13,0.1893,22.16,207.11,37.397,54.86,313,8.50,,,
45.86,0.2450,25.30,147.21,34.625,57.10,311,8.60,,,
43.49,0.1730,7.16,30.04,35.971,51.01,287,8.60,,,
46.27,0.1018,18.30,87.20,41.564,50.98,315,8.40,,,
35.02,0.1010,2.67,18.82,31.483,38.56,207,9.70,,,
54.54,0.4180,13.78,193.68,31.740,77.33,403,8.70,,,
45.43,0.2003,17.92,192.41,36.330,54.53,306,8.60,,,
51.19,0.2478,27.13,251.52,38.510,63.88,366,6.80,,,
50.9,0.2843,9.36,123.02,36.431,65.37,363,8.40,,,
38.12,0.0548,1.54,193.69,36.026,40.21,235,8.70,,,
37.98,0.0683,23.51,79.24,35.384,40.57,234,8.00,,,
39.13,0.0633,1.09,47.41,36.652,41.61,245,8.00,,,
73.37,0.5427,12.30,345.16,33.549,113.18,628,8.90,,,
60.07,0.6864,30.16,303.62,18.839,101.30,466,7.60,,,
130.6,0.7435,19.80,179.19,33.501,227.73,1.49e+03,8.90,,,
104.2,0.6958,18.01,338.80,31.687,176.61,1.06e+03,9.10,,,
51.33,0.3997,15.12,58.65,30.817,71.85,368,9.30,,,
58.11,0.4284,14.03,98.32,33.216,83.01,443,8.30,,,
43.2,0.2434,6.91,94.09,32.686,53.72,284,8.30,,,
60.45,0.4270,13.80,264.27,34.639,86.26,470,6.70,,,
71.78,0.4706,10.17,217.20,38.000,105.57,608,8.70,,,
57.1,0.3390,30.25,194.89,37.745,76.46,432,9.50,,,
44.55,0.0403,0.46,85.53,42.757,46.35,297,9.10,,,
44.42,0.0566,0.15,169.83,41.902,46.93,296,8.20,,,
43.19,0.1171,15.46,311.10,38.135,48.25,284,8.12,,,
45.85,0.0669,0.53,38.90,42.781,48.91,310,8.40,,,
44.42,0.0683,1.92,324.32,41.385,47.45,296,8.10,,,
47.15,0.1747,2.92,309.16,38.915,55.39,324,8.10,,,
44.55,0.0855,0.83,26.92,40.739,48.36,297,8.70,,,
44.47,0.0318,0.72,237.89,43.057,45.89,297,8.00,,,
44.12,0.0414,2.20,323.88,42.295,45.95,293,8.20,,,
46.6,0.1382,5.07,39.72,40.158,53.04,318,8.70,,,
45.85,0.1440,1.47,28.81,39.250,52.45,310,8.30,,,
44.25,0.0846,1.50,77.24,40.511,48.00,294,8.20,,,
43.48,0.0488,15.98,18.91,41.360,45.60,287,8.70,,,
45.18,0.1815,17.71,134.57,36.977,53.38,304,8.30,,,
43.85,0.0648,3.55,222.26,41.010,46.70,290,7.60,,,
45.15,0.0891,1.96,207.55,41.122,49.17,303,7.60,,,
44.13,0.0780,2.17,116.54,40.688,47.57,293,7.65,,,
43.62,0.0545,0.46,20.65,41.241,45.99,288,9.00,,,
44.97,0.1076,1.48,244.94,40.135,49.81,302,7.50,,,
44.62,0.0381,0.99,227.57,42.919,46.32,298,7.90,,,
43.3,0.0935,20.15,351.05,39.247,47.34,285,8.80,,,
42.95,0.0622,1.91,125.16,40.284,45.62,282,8.70,,,
45.3,0.1122,2.40,177.12,40.222,50.39,305,9.00,,,
45.71,0.0724,1.45,344.27,42.401,49.02,309,8.30,,,
45.7,0.0594,23.74,239.22,42.983,48.42,309,8.40,,,
45.44,0.0707,3.46,68.43,42.224,48.65,306,8.60,,,
45.94,0.0671,3.64,123.92,42.861,49.03,311,8.20,,,
41.62,0.1195,19.62,355.01,36.646,46.59,268,7.80,,,
41.67,0.0515,34.84,176.62,39.526,43.82,269,9.10,,,
45.77,0.0952,3.48,48.91,41.413,50.13,310,7.30,,,
44.35,0.0472,2.08,105.49,42.253,46.44,295,8.80,,,
41.76,0.0779,33.24,124.26,38.510,45.02,270,8.24,,,
41.56,0.0387,31.96,165.53,39.952,43.17,268,8.80,,,
41.68,0.0465,10.87,35.23,39.740,43.62,269,8.70,,,
47.37,0.1123,2.19,233.23,42.047,52.68,326,8.80,,,
43.13,0.1248,10.66,4.52,37.748,48.51,283,9.40,,,
41.59,0.1346,32.26,20.91,35.991,47.19,268,8.40,,,
44.2,0.1292,22.52,25.51,38.492,49.92,294,7.30,,,
46.69,0.1431,17.07,60.24,40.010,53.37,319,7.60,,,
44.33,0.1408,11.88,100.61,38.085,50.57,295,8.50,,,
43.04,0.0526,9.08,50.87,40.778,45.30,282,8.70,,,
43.59,0.0607,2.21,86.21,40.941,46.23,288,7.40,,,
46.4,0.0163,4.37,306.02,45.648,47.16,316,7.49,,,
41.66,0.1170,17.44,113.19,36.786,46.53,269,9.30,,,
46.16,0.1558,8.48,119.65,38.967,53.35,314,8.90,,,
46.37,0.1707,7.47,149.51,38.455,54.28,316,7.50,,,
46.55,0.2271,8.46,59.33,35.982,57.13,318,8.40,,,
47.25,0.1720,4.80,113.55,39.127,55.38,325,8.40,,,
46.43,0.1704,10.83,226.96,38.515,54.34,316,7.50,,,
44.63,0.0776,2.27,115.76,41.168,48.09,298,8.60,,,
40.57,0.0519,24.85,134.22,38.464,42.68,258,9.00,,,
46.11,0.1480,10.49,252.14,39.288,52.94,313,7.90,,,
42.74,0.1229,40.25,322.01,37.487,47.99,279,8.30,,,
44.21,0.1753,2.37,122.52,36.456,51.96,294,7.50,,,
45.24,0.1129,3.02,323.91,40.134,50.35,304,7.70,,,
122.9,0.6992,19.26,235.85,36.982,208.90,1.36e+03,6.80,,,
44.38,0.0767,1.55,51.01,40.981,47.79,296,8.70,,,
66.47,0.4189,38.59,135.46,38.632,94.32,542,9.10,,,
44.97,0.1620,12.08,31.08,37.687,52.26,302,7.29,,,
54.04,0.0368,10.14,287.29,52.052,56.03,397,8.22,,,
6.768,0.5585,13.97,26.79,2.988,10.55,17.6,16.30,,,
72.63,0.5210,12.11,10.24,34.786,110.47,619,9.69,,,
42.02,0.0440,15.19,39.60,40.169,43.86,272,7.61,,,
40.48,0.0550,35.38,80.08,38.250,42.70,258,7.40,,,
45.31,0.1082,3.09,123.78,40.409,50.21,305,6.00,,,
35.15,0.1551,6.88,302.19,29.697,40.60,208,8.30,,,
48.3,0.3353,1.09,334.22,32.104,64.49,336,6.40,,,
60.12,0.3542,22.49,254.98,38.827,81.42,466,6.69,,,
32.44,0.1068,38.03,154.64,28.977,35.91,185,7.74,,,
45.75,0.1717,27.51,263.42,37.899,53.61,309,7.74,,,
14.21,0.9019,37.95,286.74,1.394,27.03,53.6,17.77,,,
54.15,0.9559,91.21,274.77,2.387,105.92,398,15.30,,,
8.074,0.8359,10.55,2.61,1.325,14.82,22.9,18.62,,,
144.9,0.9651,57.95,277.13,5.057,284.69,1.74e+03,13.20,,,
56.18,0.4316,9.98,241.90,31.933,80.43,421,6.70,,,
43.21,0.0847,5.04,131.36,39.548,46.86,284,7.30,,,
39.52,0.1075,5.71,106.20,35.271,43.77,248,7.70,,,
45.58,0.0496,7.95,255.90,43.316,47.84,308,7.70,,,
43.97,0.1701,10.62,318.36,36.491,51.45,292,7.56,,,
39.64,0.1297,9.63,102.13,34.497,44.78,250,7.70,,,
35.11,0.1041,6.37,208.60,31.458,38.77,208,8.40,,,
90.16,0.5788,25.17,13.55,37.976,142.35,856,8.00,,,
70.26,0.4757,16.66,331.51,36.839,103.68,589,7.33,,,
69.52,0.4805,28.75,259.64,36.116,102.93,580,7.60,,,
44.49,0.0852,5.53,0.22,40.698,48.28,297,7.40,,,
72.87,0.4911,37.86,164.92,37.083,108.65,622,7.10,,,
44.11,0.1631,7.01,328.70,36.911,51.30,293,8.20,,,
45.74,0.0707,15.62,9.39,42.509,48.98,309,7.90,,,
46.4,0.1821,14.34,352.36,37.951,54.85,316,6.87,,,
41.12,0.0703,14.77,178.17,38.231,44.02,264,7.20,,,
55.99,0.4482,14.60,227.53,30.894,81.08,419,8.53,,,
40.5,0.0244,16.95,141.07,39.513,41.49,258,8.00,,,
51.95,0.2778,9.44,336.77,37.516,66.38,374,7.30,,,
84.95,0.6625,10.98,19.84,28.667,141.24,783,6.60,,,
81,0.5850,29.03,57.24,33.616,128.38,729,6.70,,,
39.64,0.2726,14.22,359.07,28.835,50.45,250,8.09,,,
5.273,0.0398,26.78,133.03,5.063,5.48,12.1,14.31,,,
5.2,0.0337,31.43,47.92,5.025,5.37,11.9,14.58,,,
5.168,0.0437,27.25,71.29,4.942,5.39,11.7,14.63,,,
67.26,0.5856,24.11,327.45,27.875,106.64,552,6.91,,,
52,0.2740,32.11,338.63,37.751,66.24,375,8.12,,,
5.245,0.0369,10.31,292.83,5.052,5.44,12,14.90,,,
7.821,0.1499,27.39,339.24,6.648,8.99,21.9,13.30,,,
49.97,0.2450,23.55,189.16,37.724,62.21,353,6.67,,,
63.14,0.4447,12.07,10.79,35.064,91.22,502,6.00,,,
192.4,0.7848,37.01,231.60,41.406,343.47,2.67e+03,7.41,,,
51.73,0.2959,52.06,196.15,36.427,67.04,372,8.11,,,
23.49,0.6524,17.13,245.89,8.166,38.82,114,11.80,,,
5.628,0.7402,29.44,234.33,1.462,9.79,13.4,17.60,,,
5.215,0.0552,18.38,101.86,4.927,5.50,11.9,14.60,,,
20.08,0.2350,39.64,21.01,15.360,24.80,90,9.40,,,
47.82,0.3111,0.89,17.29,32.942,62.70,331,9.20,,,
53.99,0.2783,38.50,44.58,38.968,69.01,397,7.50,,,
45.89,0.0740,24.67,70.11,42.497,49.29,311,7.20,,,
45.01,0.0836,24.66,147.32,41.248,48.77,302,7.80,,,
45.47,0.1475,25.65,315.62,38.762,52.17,307,9.40,,,
45.96,0.0760,27.87,146.98,42.472,49.46,312,8.50,,,
28.6,0.4590,36.52,159.48,15.470,41.72,153,11.90,,,
28.24,0.5425,5.73,209.94,12.921,43.56,150,12.90,,,
39.48,0.2035,6.35,209.03,31.446,47.52,248,7.60,,,
39.32,0.2482,1.97,254.95,29.560,49.08,247,9.30,,,
39.48,0.2414,11.59,168.82,29.947,49.00,248,10.20,,,
39.4,0.2561,18.27,332.28,29.305,49.49,247,9.90,,,
39.5,0.2389,9.42,89.66,30.065,48.94,248,8.70,,,
39.67,0.3041,14.15,355.87,27.608,51.74,250,8.70,,,
39.38,0.2564,5.29,127.05,29.280,49.48,247,8.90,,,
39.68,0.2467,15.03,8.81,29.887,49.47,250,9.80,,,
39.37,0.2086,1.65,316.75,31.160,47.58,247,8.27,,,
39.42,0.1536,20.71,236.11,33.365,45.48,248,8.60,,,
39.43,0.2636,7.03,253.99,29.038,49.83,248,9.30,,,
39.63,0.1419,37.47,87.11,34.010,45.26,250,7.60,,,
39.6,0.0908,1.76,28.09,36.004,43.20,249,8.60,,,
39.57,0.1632,1.38,167.25,33.111,46.03,249,8.10,,,
39.39,0.3323,16.86,182.79,26.300,52.47,247,10.29,,,
39.49,0.1879,1.29,233.35,32.068,46.91,248,9.90,,,
39.48,0.2175,1.75,281.09,30.898,48.07,248,8.50,,,
39.79,0.2855,14.15,118.54,28.430,51.15,251,10.00,,,
39.78,0.2080,2.65,250.56,31.507,48.05,251,9.30,,,
39.47,0.1032,13.35,153.62,35.395,43.54,248,9.70,,,
39.57,0.2207,11.99,103.25,30.835,48.30,249,8.50,,,
39.73,0.2172,0.62,300.68,31.097,48.35,250,9.60,,,
39.34,0.3432,23.46,285.26,25.839,52.85,247,8.40,,,
39.4,0.2188,10.23,210.99,30.775,48.02,247,8.70,,,
39.57,0.1564,13.66,5.71,33.379,45.76,249,8.85,,,
39.33,0.1125,6.07,314.50,34.906,43.76,247,8.30,,,
39.7,0.2568,3.12,219.16,29.507,49.89,250,10.30,,,
39.57,0.1611,22.66,196.01,33.192,45.94,249,7.60,,,
39.55,0.2077,7.21,10.83,31.333,47.77,249,10.10,,,
39.35,0.2314,3.95,315.26,30.244,48.45,247,10.00,,,
39.55,0.2100,10.01,49.41,31.246,47.86,249,8.60,,,
39.43,0.3338,15.11,267.88,26.266,52.59,248,9.30,,,
39.28,0.2768,19.08,288.79,28.409,50.16,246,8.20,,,
39.62,0.0504,12.72,305.67,37.621,41.61,249,8.70,,,
39.62,0.1869,3.07,188.22,32.215,47.02,249,9.20,,,
39.49,0.2817,13.54,165.21,28.366,50.62,248,10.00,,,
39.33,0.1605,5.14,7.55,33.015,45.64,247,9.10,,,
30.17,0.0856,16.84,243.64,27.592,32.76,166,9.02,,,
30.16,0.0489,5.00,62.25,28.686,31.64,166,8.39,,,
30.12,0.0732,17.12,9.76,27.916,32.32,165,9.17,,,
48.01,0.3073,1.29,272.69,33.252,62.76,333,7.70,,,
47.99,0.3727,4.12,264.09,30.107,65.88,332,8.00,,,
48.06,0.4223,13.14,288.92,27.763,68.36,333,8.90,,,
47.81,0.3291,1.04,315.77,32.076,63.55,331,8.93,,,
48.25,0.2419,2.91,28.10,36.574,59.92,335,9.00,,,
47.94,0.3628,1.91,157.32,30.546,65.33,332,9.30,,,
48.04,0.2168,4.34,323.61,37.626,58.46,333,9.30,,,
47.79,0.3154,1.57,293.08,32.716,62.86,330,8.90,,,
48.01,0.2140,17.16,330.50,37.734,58.29,333,9.00,,,
47.91,0.3172,3.39,7.01,32.712,63.11,332,9.00,,,
47.83,0.2997,3.65,184.60,33.496,62.17,331,9.30,,,
48.26,0.2071,2.32,233.89,38.266,58.25,335,7.40,,,
47.96,0.3240,5.45,236.04,32.423,63.50,332,10.10,,,
63.53,0.4462,0.81,265.80,35.180,91.87,506,8.30,,,
63.28,0.4859,6.02,119.34,32.535,94.03,503,9.20,,,
76.22,0.4923,11.24,67.04,38.692,113.74,665,5.90,,,
75.99,0.5296,21.27,301.74,35.746,116.23,662,8.20,,,
43.81,0.0516,2.02,278.34,41.551,46.08,290,8.21,,,
43.73,0.1708,6.83,186.36,36.262,51.20,289,8.00,,,
43.81,0.1326,2.73,199.02,38.002,49.62,290,7.50,,,
43.76,0.1999,8.26,70.60,35.009,52.51,289,8.00,,,
43.81,0.0850,3.55,153.46,40.087,47.53,290,7.80,,,
43.78,0.0734,2.76,46.86,40.567,46.99,290,7.90,,,
43.76,0.0902,1.52,70.94,39.809,47.70,289,9.00,,,
43.67,0.1209,3.06,154.29,38.388,48.95,289,8.40,,,
43.8,0.0781,1.23,281.36,40.383,47.22,290,9.10,,,
43.83,0.0649,4.46,350.72,40.982,46.67,290,9.40,,,
43.81,0.0958,11.38,224.13,39.618,48.01,290,7.60,,,
43.77,0.0709,2.94,325.45,40.671,46.87,290,8.90,,,
43.82,0.1415,3.70,277.90,37.622,50.03,290,8.40,,,
55.84,0.4195,16.26,307.82,32.417,79.27,417,9.10,,,
55.51,0.3888,29.70,3.23,33.929,77.10,414,9.30,,,
55.69,0.2749,36.63,17.53,40.385,71.00,416,8.50,,,
42.36,0.2516,4.75,68.46,31.705,53.02,276,8.00,,,
42.45,0.1439,0.67,295.24,36.339,48.55,277,7.90,,,
42.25,0.2037,3.51,39.87,33.647,50.86,275,8.20,,,
42.5,0.2696,11.98,119.65,31.042,53.95,277,9.40,,,
36.57,0.1482,10.60,13.79,31.150,41.99,221,9.60,,,
36.53,0.2112,4.35,172.82,28.815,44.24,221,9.80,,,
36.57,0.0742,4.33,246.56,33.860,39.29,221,8.30,,,
59.36,0.4119,17.61,300.23,34.912,83.81,457,8.20,,,
40.79,0.1214,21.70,313.24,35.842,45.74,261,8.50,,,
85.53,0.5544,28.67,250.30,38.114,132.94,791,8.40,,,
69.43,0.5446,14.38,75.44,31.621,107.24,579,8.30,,,
81.17,0.5185,7.10,196.73,39.082,123.26,731,9.00,,,
50.59,0.1947,6.21,310.20,40.739,60.44,360,8.80,,,
46.45,0.1780,4.96,174.51,38.179,54.71,317,7.00,,,
44.27,0.1459,11.92,13.15,37.815,50.73,295,8.70,,,
38.18,0.0118,1.28,247.84,37.731,38.64,236,8.30,,,
38.79,0.0470,20.09,168.77,36.967,40.61,242,8.00,,,
38.89,0.0175,34.92,244.38,38.211,39.57,243,9.10,,,
33.7,0.5275,15.40,313.67,15.926,51.48,196,11.30,,,
72.45,0.5326,5.61,336.27,33.863,111.03,617,8.30,,,
98.24,0.6444,4.29,50.31,34.935,161.54,974,6.70,,,
44.3,0.2783,7.71,250.69,31.971,56.63,295,9.20,,,
118,0.7826,22.45,112.75,25.654,210.40,1.28e+03,8.10,,,
69.21,0.4927,2.10,186.77,35.112,103.30,576,8.60,,,
41.15,0.3038,34.79,197.29,28.651,53.65,264,10.30,,,
65.52,0.4737,13.79,250.04,34.485,96.55,530,5.60,,,
48.98,0.2559,15.86,171.41,36.448,61.51,343,7.30,,,
59.82,0.3653,9.90,212.90,37.968,81.67,463,5.80,,,
59.13,0.3499,14.29,182.02,38.442,79.82,455,7.60,,,
87.38,0.5654,16.16,289.64,37.976,136.78,817,6.10,,,
63.74,0.4114,13.69,188.01,37.518,89.96,509,9.60,,,
61.77,0.4053,20.21,78.54,36.735,86.80,485,7.40,,,
53.84,0.2899,4.53,233.10,38.228,69.44,395,8.10,,,
45.64,0.0010,2.00,347.12,45.591,45.68,308,7.90,,,
43.67,0.0392,0.25,12.69,41.954,45.38,289,7.80,,,
44.56,0.0726,1.67,210.96,41.321,47.79,297,7.80,,,
46.95,0.1742,3.49,133.78,38.770,55.12,322,7.10,,,
45.44,0.0387,1.20,183.53,43.680,47.19,306,6.60,,,
44.47,0.0697,1.16,344.84,41.373,47.57,297,8.00,,,
45.64,0.0643,2.12,322.95,42.705,48.58,308,8.80,,,
42.81,0.0434,1.95,207.19,40.954,44.67,280,8.10,,,
43.24,0.0235,2.65,125.35,42.221,44.25,284,8.10,,,
42.92,0.0255,1.76,267.25,41.822,44.01,281,8.80,,,
44.29,0.1461,6.20,347.12,37.817,50.76,295,7.60,,,
44.01,0.0415,2.18,325.14,42.182,45.83,292,8.10,,,
44.13,0.0773,2.08,131.39,40.719,47.55,293,7.60,,,
43.58,0.1727,2.50,283.85,36.053,51.11,288,8.50,,,
42.88,0.0585,2.24,256.30,40.372,45.39,281,8.10,,,
44.46,0.0376,2.53,242.26,42.791,46.13,296,7.90,,,
43.98,0.0614,3.20,192.56,41.281,46.68,292,7.80,,,
46.74,0.0585,2.18,269.72,44.002,49.47,320,8.10,,,
43,0.0241,2.52,36.14,41.968,44.04,282,8.50,,,
43.03,0.0624,2.88,257.63,40.345,45.72,282,8.50,,,
43.93,0.0574,2.34,126.88,41.412,46.45,291,8.20,,,
44.98,0.1021,7.08,97.69,40.390,49.57,302,7.66,,,
40.79,0.0143,28.08,90.26,40.201,41.37,260,8.20,,,
42.64,0.0362,6.17,225.96,41.100,44.19,278,8.30,,,
45.84,0.1206,3.78,236.53,40.310,51.36,310,8.10,,,
42.79,0.0576,3.59,227.68,40.320,45.25,280,8.20,,,
43.97,0.0335,0.71,251.91,42.492,45.44,292,7.50,,,
42.77,0.1545,17.22,30.76,36.158,49.37,280,8.00,,,
43.51,0.0444,1.44,257.17,41.573,45.44,287,8.70,,,
43.92,0.0783,1.30,325.66,40.481,47.36,291,8.50,,,
42.62,0.0317,1.58,293.38,41.271,43.97,278,7.60,,,
43.09,0.0779,3.00,183.23,39.735,46.45,283,7.70,,,
45.3,0.1775,17.94,312.82,37.259,53.34,305,7.20,,,
44,0.0553,3.18,125.00,41.569,46.43,292,7.80,,,
46.91,0.1561,11.20,192.92,39.584,54.23,321,8.30,,,
45.35,0.0830,1.68,31.83,41.588,49.11,305,7.80,,,
43.6,0.0515,1.64,195.23,41.360,45.85,288,8.50,,,
43.9,0.0107,2.94,312.79,43.430,44.37,291,7.30,,,
43.73,0.0569,1.45,279.77,41.240,46.21,289,7.30,,,
45.8,0.1566,10.10,220.75,38.624,52.97,310,7.10,,,
42.6,0.1341,9.83,180.45,36.893,48.32,278,8.00,,,
42.87,0.0172,2.25,112.76,42.135,43.61,281,8.10,,,
42.15,0.0762,0.50,334.63,38.942,45.37,274,8.20,,,
44.89,0.0632,1.31,317.64,42.055,47.73,301,8.40,,,
42.96,0.0390,4.75,140.87,41.286,44.64,282,8.10,,,
43.48,0.0488,2.21,229.43,41.364,45.60,287,7.40,,,
40.17,0.0622,26.78,355.61,37.668,42.67,255,8.50,,,
45.4,0.1320,5.72,217.37,39.408,51.39,306,8.30,,,
41.7,0.1039,16.44,232.74,37.367,46.03,269,7.90,,,
44.05,0.0392,2.91,169.21,42.326,45.78,292,8.00,,,
46.17,0.1271,5.93,37.79,40.303,52.04,314,8.10,,,
42.63,0.1423,10.57,38.29,36.561,48.69,278,8.70,,,
43.4,0.0417,1.61,260.38,41.595,45.21,286,8.50,,,
41.55,0.0253,18.16,317.95,40.497,42.60,268,8.50,,,
43.56,0.0271,1.16,46.93,42.375,44.74,287,8.00,,,
42.82,0.0287,1.84,100.20,41.587,44.05,280,8.90,,,
43.34,0.0322,0.91,299.65,41.944,44.74,285,8.80,,,
45.9,0.0436,1.04,102.78,43.900,47.91,311,7.70,,,
46.78,0.0653,2.64,59.60,43.722,49.83,320,8.60,,,
43.29,0.0243,1.76,321.79,42.241,44.34,285,7.50,,,
44.39,0.0891,4.18,251.21,40.437,48.35,296,8.30,,,
43.06,0.0415,1.21,153.14,41.275,44.85,283,8.90,,,
43.94,0.0776,2.39,174.39,40.532,47.35,291,7.70,,,
44.54,0.0536,3.59,40.71,42.155,46.93,297,8.40,,,
46.67,0.1078,2.79,228.69,41.636,51.70,319,8.50,,,
44.08,0.0848,1.82,111.63,40.342,47.82,293,8.00,,,
42.82,0.0986,18.11,20.85,38.595,47.04,280,7.90,,,
42.71,0.0162,6.10,186.63,42.015,43.40,279,8.90,,,
44.98,0.0999,2.46,19.71,40.485,49.47,302,7.70,,,
46.44,0.1700,21.67,357.59,38.543,54.33,316,8.90,,,
43.24,0.0633,5.12,106.12,40.498,45.97,284,8.50,,,
46.97,0.0405,1.60,26.14,45.064,48.87,322,7.70,,,
44.09,0.0969,2.04,100.69,39.816,48.36,293,8.30,,,
43.84,0.0276,2.63,142.71,42.632,45.05,290,7.80,,,
44.21,0.0593,2.86,275.62,41.590,46.84,294,7.70,,,
43.46,0.0449,3.94,21.11,41.506,45.41,286,8.40,,,
45.36,0.1256,13.28,274.08,39.658,51.05,305,8.20,,,
45.32,0.0691,5.65,110.62,42.186,48.45,305,8.30,,,
44.29,0.0790,2.95,231.05,40.791,47.79,295,8.40,,,
43.48,0.0520,2.35,190.62,41.217,45.74,287,8.70,,,
43.73,0.0231,2.61,307.97,42.725,44.74,289,7.50,,,
46,0.1718,2.73,284.23,38.095,53.90,312,9.00,,,
43.38,0.0082,2.35,186.44,43.024,43.73,286,8.30,,,
45.36,0.1064,6.55,82.10,40.530,50.19,305,7.00,,,
43.23,0.0296,3.01,226.14,41.952,44.51,284,8.60,,,
44.4,0.0822,2.83,90.56,40.749,48.05,296,8.00,,,
44.34,0.0683,3.01,327.56,41.314,47.37,295,7.40,,,
46.87,0.1370,4.07,140.08,40.444,53.29,321,6.50,,,
42.17,0.1165,5.12,36.39,37.260,47.08,274,8.10,,,
43.96,0.0676,3.70,182.69,40.986,46.93,291,8.40,,,
43.55,0.0233,2.92,269.98,42.534,44.57,287,8.60,,,
44.15,0.0878,3.43,166.92,40.271,48.03,293,8.60,,,
43.96,0.0628,2.88,20.06,41.203,46.73,292,8.60,,,
44.04,0.0808,1.44,50.53,40.485,47.60,292,8.50,,,
46.12,0.1332,1.94,195.79,39.977,52.27,313,9.70,,,
43.75,0.1142,3.69,350.19,38.754,48.75,289,9.30,,,
46.02,0.0818,1.50,332.56,42.257,49.78,312,8.50,,,
45.77,0.0510,2.02,228.14,43.433,48.10,310,7.64,,,
43.57,0.1263,8.62,86.05,38.071,49.07,288,8.40,,,
45.51,0.1441,3.47,52.42,38.946,52.06,307,7.40,,,
43.91,0.0327,0.96,91.66,42.475,45.35,291,7.40,,,
