"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
3.202,0.0226,9.58,63.50,3.129,3.27,5.73,16.71,,,
3.258,0.0139,24.63,60.16,3.212,3.30,5.88,15.90,,,
3.206,0.1228,4.79,322.40,2.813,3.60,5.74,17.05,,,
3.21,0.0712,11.61,99.14,2.981,3.44,5.75,16.65,,,
3.345,0.0303,11.07,63.81,3.244,3.45,6.12,16.73,,,
3.239,0.0726,11.56,224.52,3.004,3.47,5.83,16.56,,,
3.977,0.1564,6.33,266.28,3.355,4.60,7.93,15.89,,,
3.239,0.1211,2.54,21.65,2.847,3.63,5.83,16.90,,,
3.208,0.1914,14.76,107.06,2.594,3.82,5.75,16.75,,,
3.23,0.0111,9.73,263.12,3.194,3.27,5.8,16.86,,,
3.964,0.1926,8.43,305.55,3.200,4.73,7.89,15.57,,,
3.242,0.2208,26.14,291.37,2.526,3.96,5.84,15.87,,,
3.983,0.2901,9.27,22.35,2.827,5.14,7.95,16.11,,,
3.959,0.1517,9.59,337.26,3.358,4.56,7.88,15.62,,,
4.014,0.2183,4.25,307.97,3.137,4.89,8.04,15.82,,,
3.413,0.0602,6.07,172.15,3.207,3.62,6.3,16.78,,,
3.226,0.1158,11.99,200.05,2.853,3.60,5.79,16.12,,,
3.278,0.4036,21.65,245.57,1.955,4.60,5.93,16.66,,,
3.227,0.3870,22.75,270.39,1.978,4.48,5.8,16.62,,,
3.212,0.1548,22.45,78.14,2.715,3.71,5.76,16.12,,,
3.374,0.0725,6.42,241.04,3.129,3.62,6.2,16.19,,,
3.205,0.1451,5.64,13.02,2.740,3.67,5.74,16.07,,,
3.341,0.0565,9.29,161.81,3.153,3.53,6.11,16.46,,,
3.46,0.0351,9.64,358.34,3.339,3.58,6.44,15.80,,,
3.226,0.0624,11.38,90.17,3.025,3.43,5.8,16.65,,,
3.203,0.1159,18.57,50.13,2.831,3.57,5.73,15.68,,,
3.206,0.1672,12.59,79.90,2.670,3.74,5.74,16.40,,,
3.211,0.1268,12.84,43.69,2.804,3.62,5.75,16.96,,,
3.226,0.2819,25.15,290.90,2.317,4.14,5.8,16.89,,,
3.562,0.0501,18.30,142.37,3.384,3.74,6.72,16.28,,,
3.219,0.1954,10.59,177.32,2.590,3.85,5.78,16.24,,,
3.955,0.2589,7.60,108.81,2.931,4.98,7.86,16.34,,,
4.026,0.1866,4.80,208.35,3.275,4.78,8.08,16.01,,,
3.971,0.1766,3.99,226.10,3.270,4.67,7.91,16.22,,,
3.447,0.0772,10.37,214.21,3.181,3.71,6.4,16.40,,,
3.234,0.1422,9.87,355.29,2.774,3.69,5.82,17.55,,,
3.246,0.1432,27.44,124.24,2.781,3.71,5.85,16.35,,,
3.217,0.1397,27.31,52.74,2.767,3.67,5.77,16.32,,,
3.207,0.0554,14.79,289.20,3.030,3.39,5.74,16.75,,,
3.324,0.2152,12.78,17.22,2.609,4.04,6.06,17.19,,,
3.236,0.0706,14.23,179.10,3.008,3.46,5.82,16.50,,,
3.22,0.1262,3.82,100.13,2.814,3.63,5.78,16.73,,,
3.201,0.0558,11.35,330.32,3.022,3.38,5.73,16.20,,,
3.214,0.0673,10.13,252.59,2.998,3.43,5.76,17.01,,,
3.206,0.1818,25.51,242.05,2.623,3.79,5.74,16.17,,,
3.218,0.1021,32.98,224.23,2.889,3.55,5.77,15.75,,,
3.228,0.0557,11.41,10.76,3.049,3.41,5.8,16.32,,,
3.214,0.1271,20.25,236.92,2.806,3.62,5.76,16.25,,,
3.207,0.0587,10.95,232.13,3.019,3.39,5.74,17.19,,,
3.33,0.0724,2.88,222.43,3.089,3.57,6.08,17.06,,,
3.245,0.0524,2.68,102.71,3.075,3.42,5.85,16.88,,,
3.228,0.1965,15.05,170.14,2.594,3.86,5.8,17.26,,,
3.243,0.0737,12.91,201.02,3.004,3.48,5.84,16.78,,,
3.231,0.0798,12.78,328.22,2.973,3.49,5.81,16.18,,,
3.227,0.0206,9.91,317.80,3.161,3.29,5.8,16.91,,,
3.32,0.1047,10.70,233.83,2.972,3.67,6.05,16.71,,,
3.228,0.0438,11.07,354.04,3.086,3.37,5.8,16.22,,,
3.235,0.1088,6.42,218.03,2.883,3.59,5.82,17.11,,,
3.253,0.0345,9.61,96.53,3.141,3.36,5.87,16.62,,,
3.342,0.0950,18.79,82.03,3.025,3.66,6.11,16.43,,,
3.227,0.1168,6.20,238.64,2.850,3.60,5.8,16.41,,,
3.206,0.0387,13.10,206.92,3.082,3.33,5.74,16.86,,,
3.229,0.0902,10.53,227.19,2.938,3.52,5.8,17.25,,,
3.203,0.1825,26.67,305.80,2.618,3.79,5.73,16.52,,,
3.399,0.0358,11.02,25.61,3.278,3.52,6.27,16.49,,,
3.257,0.0587,14.42,297.30,3.066,3.45,5.88,16.04,,,
3.378,0.0999,10.11,237.56,3.040,3.71,6.21,16.73,,,
3.202,0.2636,25.36,104.06,2.358,4.05,5.73,16.18,,,
3.212,0.0895,11.26,176.04,2.925,3.50,5.76,16.73,,,
3.243,0.0651,8.72,168.01,3.032,3.45,5.84,16.67,,,
3.219,0.1113,8.14,348.52,2.861,3.58,5.78,16.49,,,
3.463,0.0522,7.04,109.57,3.282,3.64,6.44,16.60,,,
3.344,0.0899,9.85,42.99,3.044,3.64,6.12,16.57,,,
3.447,0.0472,5.23,354.95,3.285,3.61,6.4,16.42,,,
3.21,0.1652,5.27,42.12,2.679,3.74,5.75,16.60,,,
3.427,0.0400,19.78,193.33,3.290,3.56,6.34,16.43,,,
3.235,0.0783,10.38,310.47,2.981,3.49,5.82,16.78,,,
3.228,0.0516,11.38,351.29,3.062,3.39,5.8,16.49,,,
3.216,0.2053,14.72,81.87,2.556,3.88,5.77,16.73,,,
3.222,0.1472,14.45,286.96,2.748,3.70,5.78,16.84,,,
3.214,0.0225,9.02,72.35,3.141,3.29,5.76,17.00,,,
3.23,0.0110,31.36,335.91,3.194,3.27,5.8,15.61,,,
3.519,0.1030,10.20,26.97,3.156,3.88,6.6,16.31,,,
3.26,0.2703,18.53,119.16,2.379,4.14,5.89,17.38,,,
3.406,0.1345,6.80,332.25,2.948,3.86,6.29,16.38,,,
3.315,0.1367,9.26,292.45,2.861,3.77,6.03,16.94,,,
3.219,0.1132,15.29,102.62,2.855,3.58,5.78,16.94,,,
3.214,0.2503,25.62,260.15,2.410,4.02,5.76,16.58,,,
3.223,0.0964,34.45,32.47,2.912,3.53,5.79,15.88,,,
3.201,0.2136,24.46,84.88,2.517,3.88,5.73,16.64,,,
3.951,0.1510,10.96,128.28,3.354,4.55,7.85,15.67,,,
3.941,0.0895,10.30,171.86,3.588,4.29,7.82,15.37,,,
3.957,0.1968,4.89,199.29,3.179,4.74,7.87,16.21,,,
3.237,0.1530,2.78,279.09,2.742,3.73,5.82,16.98,,,
3.217,0.0289,12.97,194.05,3.124,3.31,5.77,16.80,,,
3.718,0.4036,24.02,236.24,2.218,5.22,7.17,15.73,,,
3.207,0.1387,6.46,167.04,2.762,3.65,5.74,16.71,,,
3.215,0.0332,9.89,165.36,3.108,3.32,5.76,16.79,,,
3.979,0.2757,8.34,102.95,2.882,5.08,7.94,15.74,,,
3.201,0.2360,26.35,280.83,2.445,3.96,5.73,16.71,,,
3.243,0.0740,17.14,125.27,3.003,3.48,5.84,16.62,,,
3.926,0.2291,3.93,31.72,3.027,4.83,7.78,15.97,,,
3.208,0.1071,13.96,173.40,2.865,3.55,5.75,16.66,,,
3.982,0.2162,2.73,289.46,3.121,4.84,7.94,16.18,,,
3.977,0.2624,11.56,189.87,2.934,5.02,7.93,15.94,,,
3.228,0.0212,10.54,164.23,3.159,3.30,5.8,16.12,,,
3.436,0.1083,15.46,111.51,3.064,3.81,6.37,15.24,,,
3.204,0.0997,13.76,133.99,2.884,3.52,5.73,17.29,,,
3.207,0.0694,4.89,225.46,2.984,3.43,5.74,17.07,,,
3.951,0.1305,9.92,340.04,3.435,4.47,7.85,16.02,,,
3.231,0.0814,13.82,1.64,2.967,3.49,5.81,16.73,,,
3.201,0.0697,12.36,318.90,2.978,3.42,5.73,16.99,,,
3.202,0.1631,5.37,145.80,2.680,3.72,5.73,16.49,,,
3.219,0.0961,2.00,235.41,2.910,3.53,5.78,17.15,,,
3.241,0.1198,5.75,6.47,2.853,3.63,5.83,16.45,,,
3.221,0.1682,7.85,304.50,2.679,3.76,5.78,16.60,,,
3.208,0.1156,9.45,201.98,2.837,3.58,5.75,15.92,,,
3.207,0.2586,8.93,131.51,2.378,4.04,5.74,17.00,,,
3.213,0.1502,14.25,160.88,2.730,3.70,5.76,17.34,,,
3.214,0.1622,15.06,200.55,2.692,3.74,5.76,17.12,,,
3.234,0.0472,15.62,279.51,3.082,3.39,5.82,16.76,,,
3.2,0.1884,23.87,210.85,2.597,3.80,5.72,16.91,,,
3.213,0.1347,15.00,288.24,2.780,3.65,5.76,16.97,,,
3.215,0.1373,8.89,52.95,2.774,3.66,5.77,16.02,,,
3.212,0.1772,13.84,132.98,2.643,3.78,5.76,16.47,,,
3.219,0.1206,4.27,19.00,2.831,3.61,5.77,16.94,,,
3.22,0.1492,17.02,93.48,2.740,3.70,5.78,15.91,,,
3.223,0.2022,25.84,60.47,2.571,3.87,5.79,16.30,,,
3.22,0.0917,9.51,220.70,2.925,3.51,5.78,16.30,,,
3.202,0.0872,4.61,35.08,2.922,3.48,5.73,16.82,,,
3.204,0.0472,3.71,202.47,3.052,3.35,5.73,17.19,,,
3.226,0.0899,4.35,261.10,2.936,3.52,5.79,16.43,,,
3.232,0.0674,9.90,225.20,3.014,3.45,5.81,16.66,,,
3.201,0.1243,14.22,27.94,2.803,3.60,5.73,17.06,,,
3.214,0.0526,11.37,187.99,3.045,3.38,5.76,16.89,,,
3.215,0.0716,10.23,192.50,2.984,3.44,5.76,16.99,,,
3.25,0.0937,5.30,293.32,2.946,3.55,5.86,16.76,,,
3.241,0.1101,3.82,274.16,2.884,3.60,5.84,17.03,,,
3.215,0.1316,5.86,292.17,2.792,3.64,5.77,16.75,,,
3.233,0.1474,7.01,359.96,2.757,3.71,5.81,16.56,,,
3.371,0.0607,11.64,227.56,3.167,3.58,6.19,16.73,,,
3.209,0.2330,17.35,287.25,2.461,3.96,5.75,16.28,,,
3.234,0.1739,19.77,331.20,2.672,3.80,5.82,16.78,,,
3.205,0.1812,26.53,232.28,2.624,3.79,5.74,16.39,,,
3.219,0.1443,20.09,284.11,2.754,3.68,5.77,16.41,,,
3.221,0.0841,3.16,181.04,2.950,3.49,5.78,16.61,,,
3.228,0.0991,5.72,350.98,2.908,3.55,5.8,16.58,,,
3.217,0.0660,9.75,138.85,3.005,3.43,5.77,17.23,,,
3.229,0.1119,10.73,190.62,2.867,3.59,5.8,17.29,,,
3.422,0.0818,11.12,249.77,3.142,3.70,6.33,16.74,,,
3.416,0.1013,8.24,143.66,3.070,3.76,6.31,16.94,,,
3.36,0.0650,8.70,88.46,3.142,3.58,6.16,16.56,,,
3.376,0.0417,6.78,282.84,3.235,3.52,6.2,16.54,,,
3.466,0.0587,8.83,136.62,3.263,3.67,6.45,16.37,,,
3.22,0.0533,13.55,107.47,3.048,3.39,5.78,16.72,,,
3.234,0.0545,13.85,344.62,3.058,3.41,5.82,16.72,,,
3.232,0.0470,10.41,284.09,3.080,3.38,5.81,17.00,,,
3.215,0.1249,19.12,183.96,2.814,3.62,5.77,16.51,,,
3.208,0.0753,13.34,188.19,2.967,3.45,5.75,16.83,,,
3.224,0.0709,16.23,65.12,2.995,3.45,5.79,15.39,,,
3.23,0.0343,8.83,125.69,3.119,3.34,5.81,16.68,,,
3.985,0.1145,3.50,157.71,3.529,4.44,7.95,15.89,,,
3.229,0.1207,25.15,281.03,2.840,3.62,5.8,16.10,,,
3.934,0.0313,4.19,90.21,3.811,4.06,7.8,15.89,,,
3.233,0.1380,6.59,184.13,2.787,3.68,5.81,17.44,,,
3.212,0.1928,14.80,88.35,2.592,3.83,5.76,16.67,,,
3.982,0.0590,2.98,141.90,3.747,4.22,7.94,16.02,,,
3.21,0.1705,18.11,213.78,2.662,3.76,5.75,16.31,,,
3.967,0.1777,2.89,300.61,3.262,4.67,7.9,15.98,,,
3.238,0.1329,2.47,225.43,2.808,3.67,5.83,16.97,,,
3.455,0.1552,7.72,7.37,2.918,3.99,6.42,16.61,,,
3.204,0.1213,2.37,135.20,2.816,3.59,5.74,16.79,,,
3.97,0.0674,12.02,79.77,3.702,4.24,7.91,15.51,,,
3.204,0.1305,17.63,242.55,2.786,3.62,5.73,16.64,,,
3.47,0.0391,8.41,131.76,3.334,3.61,6.46,16.86,,,
3.213,0.0705,11.48,306.03,2.987,3.44,5.76,16.55,,,
3.21,0.2437,24.65,289.36,2.428,3.99,5.75,16.11,,,
3.206,0.1624,5.80,29.34,2.685,3.73,5.74,17.06,,,
3.257,0.0652,11.95,199.64,3.045,3.47,5.88,16.92,,,
3.204,0.0512,18.17,121.47,3.040,3.37,5.73,16.00,,,
3.206,0.1077,22.23,335.71,2.861,3.55,5.74,16.22,,,
3.475,0.0250,10.27,249.60,3.388,3.56,6.48,16.20,,,
3.38,0.0712,9.79,106.98,3.139,3.62,6.21,16.30,,,
3.208,0.0991,5.76,114.92,2.890,3.53,5.75,16.92,,,
3.984,0.1035,3.90,143.10,3.571,4.40,7.95,15.79,,,
3.218,0.1519,15.34,197.05,2.729,3.71,5.77,16.17,,,
3.215,0.1599,15.68,110.89,2.700,3.73,5.76,16.33,,,
3.225,0.0855,18.58,227.43,2.949,3.50,5.79,15.94,,,
3.4,0.0115,10.49,356.07,3.361,3.44,6.27,16.73,,,
3.234,0.1628,12.94,277.13,2.708,3.76,5.82,17.11,,,
3.429,0.0538,20.47,244.62,3.245,3.61,6.35,16.62,,,
3.201,0.1859,5.33,57.00,2.606,3.80,5.73,17.12,,,
3.204,0.1386,33.56,143.10,2.760,3.65,5.74,15.58,,,
3.963,0.1778,11.45,182.05,3.258,4.67,7.89,15.97,,,
3.234,0.0524,9.21,131.36,3.064,3.40,5.82,16.81,,,
3.232,0.1083,16.40,278.85,2.882,3.58,5.81,16.69,,,
3.414,0.0449,16.35,238.06,3.261,3.57,6.31,15.55,,,
3.214,0.3069,27.40,46.32,2.227,4.20,5.76,16.35,,,
3.961,0.0750,8.94,89.46,3.664,4.26,7.88,15.81,,,
3.935,0.1230,11.15,166.12,3.451,4.42,7.81,15.80,,,
3.228,0.0362,3.36,249.97,3.111,3.35,5.8,17.07,,,
3.96,0.0758,9.84,122.63,3.660,4.26,7.88,15.51,,,
3.24,0.0931,15.46,15.73,2.938,3.54,5.83,16.20,,,
3.989,0.2917,3.87,235.93,2.826,5.15,7.97,16.08,,,
3.201,0.2105,1.17,23.93,2.528,3.87,5.73,16.98,,,
3.206,0.1389,13.62,270.16,2.760,3.65,5.74,16.76,,,
3.356,0.0986,10.33,278.94,3.025,3.69,6.15,16.54,,,
3.21,0.1407,34.48,325.31,2.758,3.66,5.75,15.45,,,
3.248,0.0804,11.06,346.41,2.986,3.51,5.85,16.76,,,
3.238,0.0457,0.95,34.54,3.090,3.39,5.83,16.70,,,
3.452,0.0687,4.18,231.10,3.215,3.69,6.41,16.27,,,
3.215,0.0971,10.57,150.57,2.903,3.53,5.77,17.21,,,
3.21,0.0192,10.23,309.03,3.149,3.27,5.75,16.81,,,
3.969,0.1791,3.80,146.13,3.258,4.68,7.91,16.35,,,
3.201,0.1211,23.40,231.11,2.814,3.59,5.73,15.90,,,
3.243,0.1412,19.43,241.80,2.785,3.70,5.84,15.46,,,
3.202,0.1610,5.12,124.98,2.687,3.72,5.73,16.20,,,
3.233,0.2166,13.96,102.17,2.532,3.93,5.81,16.34,,,
3.204,0.2312,25.96,52.53,2.463,3.94,5.73,16.39,,,
3.478,0.1422,10.38,233.29,2.984,3.97,6.49,15.29,,,
3.219,0.1696,2.62,220.35,2.673,3.76,5.77,16.48,,,
3.216,0.1934,14.39,304.29,2.594,3.84,5.77,16.40,,,
3.206,0.1727,27.21,327.82,2.652,3.76,5.74,15.45,,,
3.202,0.1721,9.01,330.65,2.651,3.75,5.73,16.65,,,
3.44,0.1135,4.76,141.97,3.049,3.83,6.38,15.96,,,
3.213,0.1311,9.25,5.89,2.792,3.63,5.76,16.46,,,
3.204,0.1783,11.82,228.10,2.633,3.77,5.73,16.87,,,
3.203,0.1324,20.23,173.63,2.779,3.63,5.73,15.68,,,
3.941,0.1167,2.00,290.49,3.482,4.40,7.83,16.05,,,
3.213,0.0241,2.61,5.08,3.135,3.29,5.76,16.90,,,
3.445,0.1563,16.15,254.12,2.907,3.98,6.39,15.74,,,
3.55,0.1075,9.32,184.12,3.169,3.93,6.69,16.07,,,
3.206,0.0682,19.42,217.44,2.988,3.42,5.74,16.38,,,
3.216,0.1861,6.62,33.19,2.617,3.81,5.77,15.70,,,
3.286,0.0533,21.49,275.62,3.111,3.46,5.96,16.12,,,
3.329,0.0784,8.75,38.81,3.068,3.59,6.07,16.61,,,
3.212,0.0864,10.68,254.21,2.935,3.49,5.76,16.56,,,
3.203,0.1069,12.42,102.33,2.861,3.55,5.73,16.09,,,
3.221,0.1138,6.62,248.39,2.855,3.59,5.78,16.27,,,
3.2,0.1186,13.62,296.78,2.821,3.58,5.72,16.68,,,
3.206,0.0865,5.75,105.56,2.929,3.48,5.74,16.66,,,
3.24,0.1584,12.91,92.74,2.727,3.75,5.83,16.54,,,
3.228,0.0927,9.86,211.67,2.929,3.53,5.8,16.33,,,
3.212,0.2108,16.33,264.36,2.535,3.89,5.76,16.58,,,
3.204,0.0538,11.20,333.35,3.032,3.38,5.74,16.29,,,
3.229,0.1318,3.87,34.78,2.803,3.65,5.8,16.54,,,
3.22,0.0353,9.95,163.74,3.106,3.33,5.78,16.53,,,
3.236,0.1428,16.40,223.88,2.774,3.70,5.82,16.41,,,
3.208,0.0115,9.99,332.33,3.171,3.25,5.75,16.61,,,
3.23,0.0263,10.55,299.10,3.145,3.31,5.8,16.23,,,
3.212,0.0495,9.61,141.42,3.054,3.37,5.76,15.51,,,
3.236,0.1256,4.05,74.16,2.830,3.64,5.82,16.52,,,
3.227,0.1441,17.24,295.90,2.762,3.69,5.8,15.77,,,
3.203,0.2245,15.50,52.64,2.484,3.92,5.73,16.79,,,
3.212,0.0651,4.43,248.91,3.003,3.42,5.76,16.77,,,
3.203,0.1542,14.23,251.00,2.709,3.70,5.73,16.82,,,
3.232,0.0551,11.89,229.67,3.054,3.41,5.81,16.72,,,
3.204,0.0844,16.65,238.87,2.934,3.47,5.74,16.74,,,
3.208,0.1582,11.75,319.70,2.700,3.71,5.74,16.88,,,
4.002,0.2340,9.39,233.81,3.065,4.94,8.01,16.23,,,
3.204,0.2120,5.98,117.46,2.525,3.88,5.73,17.32,,,
3.206,0.1485,9.77,93.71,2.730,3.68,5.74,16.64,,,
3.251,0.1361,4.66,144.59,2.808,3.69,5.86,16.94,,,
3.205,0.0742,7.48,352.38,2.967,3.44,5.74,16.29,,,
3.2,0.1565,6.13,74.79,2.699,3.70,5.73,17.27,,,
3.216,0.0525,8.32,110.54,3.047,3.39,5.77,16.95,,,
3.238,0.1813,17.61,17.34,2.651,3.83,5.83,16.86,,,
3.214,0.1701,15.63,291.25,2.668,3.76,5.76,16.45,,,
3.211,0.2512,11.52,76.61,2.404,4.02,5.75,16.43,,,
3.97,0.0750,9.05,182.72,3.672,4.27,7.91,15.06,,,
3.987,0.1368,6.15,148.12,3.442,4.53,7.96,15.92,,,
3.227,0.1585,11.59,231.61,2.716,3.74,5.8,16.84,,,
3.204,0.0863,8.74,44.01,2.927,3.48,5.73,17.06,,,
3.22,0.1283,7.45,43.99,2.807,3.63,5.78,16.93,,,
3.212,0.1516,13.76,270.86,2.725,3.70,5.76,17.25,,,
3.245,0.0659,16.34,261.57,3.031,3.46,5.84,17.12,,,
3.234,0.0952,21.25,326.38,2.927,3.54,5.82,16.04,,,
3.229,0.1341,5.07,316.96,2.796,3.66,5.8,17.00,,,
3.209,0.0497,9.45,177.01,3.049,3.37,5.75,16.69,,,
3.232,0.0497,3.28,281.27,3.071,3.39,5.81,16.74,,,
3.213,0.0192,8.95,86.83,3.152,3.27,5.76,16.82,,,
3.232,0.0315,9.83,309.78,3.130,3.33,5.81,16.74,,,
3.215,0.0948,10.70,207.42,2.910,3.52,5.76,16.74,,,
3.232,0.1014,15.83,180.78,2.905,3.56,5.81,16.57,,,
3.973,0.1713,2.50,30.94,3.293,4.65,7.92,16.09,,,
3.922,0.2393,2.62,225.46,2.983,4.86,7.77,16.22,,,
3.96,0.2374,3.90,237.54,3.020,4.90,7.88,15.68,,,
3.205,0.2309,16.19,16.15,2.465,3.94,5.74,16.96,,,
3.979,0.3194,11.67,302.92,2.708,5.25,7.94,15.63,,,
3.203,0.1326,1.21,331.85,2.778,3.63,5.73,16.90,,,
3.202,0.1727,26.28,145.86,2.649,3.75,5.73,16.32,,,
3.212,0.1406,17.32,82.98,2.760,3.66,5.76,16.31,,,
3.206,0.1246,4.67,159.62,2.807,3.61,5.74,16.74,,,
3.212,0.1463,17.69,113.80,2.742,3.68,5.76,16.12,,,
3.21,0.1317,6.75,357.63,2.787,3.63,5.75,16.91,,,
3.207,0.0203,13.69,330.43,3.142,3.27,5.74,16.34,,,
3.202,0.0596,9.63,132.79,3.011,3.39,5.73,16.91,,,
3.21,0.0952,14.27,352.43,2.904,3.52,5.75,16.27,,,
3.204,0.1593,15.84,154.92,2.693,3.71,5.73,16.77,,,
3.211,0.0479,11.37,328.43,3.058,3.37,5.75,16.21,,,
3.207,0.0885,5.02,222.87,2.923,3.49,5.74,16.72,,,
3.215,0.1277,11.99,77.57,2.805,3.63,5.76,16.84,,,
3.237,0.0550,13.73,32.75,3.059,3.42,5.83,16.65,,,
3.223,0.1417,4.75,118.69,2.766,3.68,5.79,16.71,,,
3.219,0.2165,21.95,82.81,2.522,3.92,5.78,16.69,,,
3.247,0.0404,0.44,48.78,3.116,3.38,5.85,16.80,,,
3.36,0.0232,9.69,175.89,3.282,3.44,6.16,16.39,,,
3.349,0.0858,13.79,326.12,3.062,3.64,6.13,16.40,,,
3.977,0.2451,7.76,115.35,3.003,4.95,7.93,16.02,,,
3.86,0.0799,3.85,201.43,3.552,4.17,7.58,15.86,,,
3.906,0.2545,4.85,225.02,2.912,4.90,7.72,16.18,,,
3.955,0.3032,6.79,314.71,2.756,5.15,7.86,16.41,,,
3.922,0.2592,2.35,133.01,2.905,4.94,7.77,16.23,,,
3.97,0.1467,9.27,90.03,3.388,4.55,7.91,15.88,,,
3.952,0.2328,0.23,339.94,3.032,4.87,7.86,15.94,,,
3.943,0.1276,11.58,119.10,3.440,4.45,7.83,15.67,,,
3.942,0.1519,2.09,241.06,3.343,4.54,7.83,16.45,,,
3.982,0.1536,2.45,150.28,3.370,4.59,7.95,15.96,,,
3.956,0.1924,3.45,268.99,3.195,4.72,7.87,16.36,,,
3.945,0.2079,11.72,358.82,3.125,4.77,7.84,15.85,,,
3.946,0.2503,1.92,115.27,2.959,4.93,7.84,16.78,,,
3.933,0.1918,3.91,347.86,3.179,4.69,7.8,16.33,,,
3.953,0.2041,3.16,36.36,3.146,4.76,7.86,16.09,,,
3.233,0.0699,18.38,161.90,3.006,3.46,5.81,16.26,,,
3.952,0.1148,3.19,180.20,3.499,4.41,7.86,15.26,,,
3.956,0.2064,2.98,45.85,3.140,4.77,7.87,16.13,,,
3.981,0.1719,1.65,137.13,3.296,4.66,7.94,16.43,,,
4.003,0.2330,1.00,78.51,3.070,4.94,8.01,16.61,,,
3.976,0.2138,3.41,53.12,3.126,4.83,7.93,16.30,,,
3.941,0.1190,6.11,177.83,3.472,4.41,7.83,15.78,,,
3.982,0.2619,5.57,256.41,2.939,5.02,7.95,16.42,,,
3.202,0.1385,6.51,72.67,2.758,3.65,5.73,17.03,,,
3.986,0.1876,3.62,313.05,3.238,4.73,7.96,16.40,,,
3.967,0.1375,11.25,280.67,3.421,4.51,7.9,16.02,,,
4.003,0.2014,10.15,287.68,3.197,4.81,8.01,15.64,,,
3.241,0.0668,4.61,287.97,3.024,3.46,5.83,16.57,,,
3.21,0.0846,3.02,235.21,2.938,3.48,5.75,16.88,,,
3.206,0.1352,4.52,20.38,2.772,3.64,5.74,16.37,,,
3.206,0.0655,5.66,298.30,2.996,3.42,5.74,17.14,,,
3.224,0.1098,3.82,148.73,2.870,3.58,5.79,17.03,,,
3.208,0.1093,4.37,220.91,2.857,3.56,5.75,16.42,,,
3.208,0.0892,3.58,355.30,2.922,3.49,5.75,16.75,,,
3.257,0.0466,2.54,358.19,3.106,3.41,5.88,16.66,,,
3.394,0.0716,11.39,203.16,3.151,3.64,6.25,16.05,,,
3.214,0.1042,6.17,96.41,2.879,3.55,5.76,16.89,,,
3.457,0.1430,12.31,237.15,2.962,3.95,6.43,16.41,,,
3.202,0.1801,1.69,197.21,2.625,3.78,5.73,16.99,,,
3.208,0.1043,6.07,301.07,2.873,3.54,5.74,17.01,,,
3.209,0.1567,1.62,99.55,2.706,3.71,5.75,16.51,,,
3.212,0.1382,15.67,165.63,2.768,3.66,5.76,16.16,,,
3.204,0.0665,10.47,112.83,2.991,3.42,5.74,16.38,,,
3.223,0.0039,8.69,195.90,3.211,3.24,5.79,16.64,,,
3.232,0.0499,15.91,189.46,3.071,3.39,5.81,16.57,,,
3.232,0.1163,10.41,272.96,2.856,3.61,5.81,16.67,,,
3.238,0.0583,11.88,338.68,3.049,3.43,5.83,16.70,,,
3.214,0.0768,8.28,302.87,2.967,3.46,5.76,16.87,,,
3.375,0.0898,9.54,163.32,3.072,3.68,6.2,16.40,,,
3.22,0.0990,15.47,12.61,2.901,3.54,5.78,16.34,,,
3.45,0.1929,10.78,231.53,2.785,4.12,6.41,16.04,,,
3.54,0.1410,5.37,308.58,3.041,4.04,6.66,16.71,,,
3.539,0.0855,10.39,284.18,3.237,3.84,6.66,15.60,,,
3.917,0.1848,4.46,186.14,3.193,4.64,7.75,16.23,,,
3.934,0.2461,9.01,123.91,2.966,4.90,7.8,16.27,,,
3.954,0.2587,11.36,283.37,2.931,4.98,7.86,15.98,,,
3.265,0.3123,7.13,238.64,2.245,4.28,5.9,16.59,,,
3.96,0.2188,8.85,111.67,3.093,4.83,7.88,16.07,,,
3.938,0.2084,1.39,51.39,3.118,4.76,7.82,16.70,,,
3.958,0.2538,8.04,285.75,2.954,4.96,7.88,16.03,,,
3.99,0.2326,21.01,270.19,3.062,4.92,7.97,15.87,,,
3.985,0.1942,9.41,280.31,3.211,4.76,7.95,16.24,,,
3.206,0.1369,0.83,179.06,2.767,3.65,5.74,17.14,,,
3.226,0.0847,11.72,173.97,2.953,3.50,5.79,16.82,,,
3.211,0.1209,3.53,81.37,2.822,3.60,5.75,16.57,,,
3.211,0.1670,15.11,220.88,2.675,3.75,5.75,15.86,,,
3.323,0.0494,2.69,8.97,3.159,3.49,6.06,16.34,,,
3.202,0.0535,11.31,214.67,3.031,3.37,5.73,16.45,,,
3.247,0.1211,15.00,244.31,2.854,3.64,5.85,15.91,,,
3.23,0.0981,9.34,153.84,2.914,3.55,5.81,16.93,,,
3.977,0.2284,3.59,224.31,3.069,4.89,7.93,16.29,,,
3.231,0.5100,64.01,183.67,1.583,4.88,5.81,16.79,1.907,0.124,
3.209,0.1438,4.80,15.85,2.747,3.67,5.75,17.06,,,
3.818,0.0593,1.30,151.20,3.592,4.04,7.46,16.80,,,
3.204,0.2873,10.00,187.95,2.283,4.12,5.73,16.86,,,
3.209,0.2752,19.27,202.89,2.326,4.09,5.75,16.46,,,
3.249,0.3799,14.90,222.02,2.014,4.48,5.86,17.02,,,
3.227,0.3259,1.68,288.96,2.175,4.28,5.8,17.25,,,
3.29,0.5054,16.58,325.49,1.627,4.95,5.97,18.73,,,
