"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
3.218,0.0230,8.57,193.12,3.144,3.29,5.77,15.18,,,5.15
3.214,0.0469,21.44,247.02,3.063,3.36,5.76,14.73,6.197,0.066,
3.213,0.1862,15.52,169.95,2.615,3.81,5.76,15.32,5.940,0.042,
3.243,0.1111,15.34,81.10,2.883,3.60,5.84,14.71,,,
3.231,0.1155,12.77,183.21,2.858,3.60,5.81,14.81,,,
3.201,0.0993,16.08,18.44,2.883,3.52,5.73,15.56,,,
3.21,0.1956,6.14,218.97,2.582,3.84,5.75,15.33,5.289,0.048,
3.209,0.0644,5.70,35.21,3.003,3.42,5.75,15.59,5.471,0.041,
3.219,0.1199,19.06,71.84,2.833,3.60,5.78,15.40,,,
3.211,0.1551,4.23,94.41,2.713,3.71,5.75,15.90,,,
3.969,0.2349,6.57,346.24,3.037,4.90,7.91,13.85,,,
3.259,0.1078,5.76,158.78,2.908,3.61,5.88,15.21,,,
3.206,0.2084,3.27,324.90,2.538,3.87,5.74,15.91,,,
3.395,0.1143,4.44,127.55,3.007,3.78,6.26,15.44,,,
3.218,0.1004,5.61,179.15,2.895,3.54,5.77,15.66,,,
3.218,0.1031,16.83,13.34,2.886,3.55,5.77,14.90,7.219,0.049,
3.24,0.0236,16.76,138.60,3.163,3.32,5.83,14.92,5.077,0.090,
3.462,0.0928,4.02,63.28,3.140,3.78,6.44,15.10,6.011,0.054,
3.979,0.2161,6.76,162.54,3.119,4.84,7.94,14.63,,,
3.202,0.0966,3.74,5.11,2.893,3.51,5.73,15.55,,,
3.23,0.0743,9.70,44.84,2.990,3.47,5.81,14.95,5.539,0.069,
3.425,0.1204,10.33,214.50,3.013,3.84,6.34,14.76,,,
3.208,0.1457,0.27,48.95,2.740,3.68,5.75,15.79,3.484,0.076,
3.232,0.0988,4.20,38.14,2.912,3.55,5.81,15.60,4.376,0.058,
3.217,0.1307,0.93,35.91,2.797,3.64,5.77,15.42,,,
3.968,0.1697,3.80,66.84,3.295,4.64,7.91,15.01,,,
3.989,0.1642,2.54,51.86,3.334,4.64,7.97,14.69,,,
3.946,0.1489,1.74,244.35,3.359,4.53,7.84,14.71,9.982,0.023,
3.267,0.3927,26.48,295.39,1.984,4.55,5.91,15.24,,,18.4552
3.212,0.1018,1.05,332.47,2.885,3.54,5.76,15.91,,,
3.203,0.0665,8.79,28.72,2.990,3.42,5.73,15.71,4.819,0.030,
3.207,0.1169,1.10,55.74,2.832,3.58,5.74,15.68,,,
3.253,0.1284,0.42,67.23,2.835,3.67,5.87,15.43,4.589,0.064,
3.217,0.1186,5.77,334.50,2.836,3.60,5.77,15.50,,,
3.24,0.0242,12.46,149.36,3.161,3.32,5.83,15.02,5.523,0.076,
3.229,0.1114,16.85,46.35,2.870,3.59,5.8,14.83,,,
3.968,0.1604,3.55,353.07,3.332,4.60,7.9,14.41,10.678,0.032,
3.948,0.0992,8.94,17.08,3.557,4.34,7.85,14.22,7.648,0.083,
3.203,0.0192,9.16,1.26,3.142,3.27,5.73,15.00,,,
3.205,0.0965,19.77,108.21,2.896,3.51,5.74,15.06,6.820,0.056,
3.218,0.1120,6.02,305.54,2.857,3.58,5.77,15.63,4.501,0.050,
3.2,0.1771,19.79,15.63,2.633,3.77,5.73,14.85,6.919,0.049,
3.206,0.1354,28.25,150.00,2.772,3.64,5.74,14.79,7.799,0.046,
3.226,0.1850,11.98,237.41,2.629,3.82,5.79,15.07,,,
3.203,0.1357,7.12,309.44,2.768,3.64,5.73,15.52,,,
3.216,0.1615,3.14,45.91,2.697,3.74,5.77,15.53,,,
3.204,0.1572,4.50,99.88,2.700,3.71,5.74,15.50,,,
3.22,0.0157,14.27,316.05,3.169,3.27,5.78,14.87,6.889,0.054,
3.242,0.1006,4.86,87.66,2.916,3.57,5.84,15.23,6.487,0.032,
3.231,0.1439,4.64,123.24,2.766,3.70,5.81,15.70,6.901,0.021,
3.21,0.1217,18.59,248.65,2.819,3.60,5.75,14.32,8.270,0.059,
3.202,0.1325,2.48,354.93,2.778,3.63,5.73,16.60,,,
3.216,0.0154,2.12,206.09,3.166,3.27,5.77,15.73,,,
3.208,0.1718,18.78,190.40,2.657,3.76,5.75,14.57,5.921,0.080,
3.228,0.1053,13.84,280.09,2.888,3.57,5.8,14.91,,,
3.382,0.1172,16.45,252.47,2.986,3.78,6.22,14.81,6.158,0.056,
3.215,0.1523,10.58,348.02,2.725,3.70,5.76,15.43,,,
3.219,0.1159,10.16,257.10,2.846,3.59,5.78,15.48,,,
3.204,0.1235,1.20,255.13,2.809,3.60,5.74,15.92,,,
3.21,0.1402,2.34,145.00,2.760,3.66,5.75,15.50,4.531,0.054,
3.206,0.1592,2.02,137.38,2.695,3.72,5.74,15.71,4.130,0.050,
3.22,0.1258,5.22,221.96,2.815,3.63,5.78,15.34,,,
3.227,0.0684,21.26,101.31,3.006,3.45,5.8,14.73,6.644,0.070,13.41
3.21,0.1534,17.71,343.11,2.718,3.70,5.75,15.18,,,
3.221,0.0780,21.57,299.95,2.969,3.47,5.78,14.47,7.951,0.053,
3.267,0.0335,6.43,92.97,3.158,3.38,5.91,15.57,,,
3.207,0.0764,11.37,84.10,2.962,3.45,5.74,14.95,7.237,0.034,
3.23,0.2804,23.98,125.82,2.324,4.14,5.8,14.95,,,
3.211,0.1257,5.55,132.01,2.808,3.61,5.75,15.89,,,
3.224,0.1695,20.57,13.11,2.678,3.77,5.79,14.63,7.031,0.062,
3.215,0.1745,7.29,262.38,2.654,3.78,5.76,15.15,4.313,0.089,
3.21,0.1995,1.80,160.60,2.569,3.85,5.75,15.38,4.605,0.069,
3.21,0.1227,6.30,249.01,2.816,3.60,5.75,15.04,,,
3.207,0.1706,4.08,68.35,2.660,3.75,5.74,15.44,2.850,0.150,
3.207,0.1129,3.56,7.88,2.845,3.57,5.74,14.92,6.183,0.061,
3.452,0.1443,5.01,110.29,2.954,3.95,6.41,14.88,5.378,0.073,
3.201,0.1686,5.94,259.27,2.661,3.74,5.73,15.19,4.717,0.072,
3.293,0.1616,2.19,322.97,2.761,3.83,5.98,15.16,,,
3.211,0.1550,14.07,14.16,2.713,3.71,5.75,14.98,,,
3.215,0.0282,3.10,150.35,3.125,3.31,5.77,16.51,,,
3.238,0.0830,7.60,216.17,2.970,3.51,5.83,14.85,,,
3.506,0.0684,9.15,91.98,3.267,3.75,6.57,14.71,,,
3.215,0.1036,2.01,212.29,2.882,3.55,5.77,15.62,4.562,0.054,
3.256,0.0700,4.44,22.11,3.028,3.48,5.87,15.59,,,
3.215,0.0679,21.65,215.90,2.996,3.43,5.76,14.55,7.200,0.065,
3.217,0.1193,1.86,271.05,2.833,3.60,5.77,16.24,3.415,0.050,
3.422,0.1057,10.77,55.61,3.060,3.78,6.33,15.33,,,
3.207,0.1195,5.30,240.35,2.824,3.59,5.74,15.05,,,
3.448,0.0603,12.90,96.61,3.240,3.66,6.4,14.53,8.317,0.053,
3.22,0.0409,3.64,162.71,3.088,3.35,5.78,15.69,5.377,0.035,
3.228,0.1342,5.40,272.23,2.795,3.66,5.8,14.84,5.541,0.076,
3.23,0.0992,7.51,347.72,2.910,3.55,5.81,15.38,,,
3.412,0.1234,6.21,172.11,2.991,3.83,6.3,15.84,5.408,0.029,
3.23,0.0574,9.34,168.26,3.045,3.42,5.81,15.02,4.961,0.079,
3.488,0.1028,8.80,85.85,3.130,3.85,6.52,14.47,,,
3.244,0.1023,7.39,252.43,2.912,3.58,5.84,15.59,,,
3.257,0.0813,3.64,189.56,2.992,3.52,5.88,15.58,,,
3.258,0.0436,5.21,218.70,3.116,3.40,5.88,15.63,3.986,0.070,
3.21,0.1478,12.09,315.67,2.736,3.68,5.75,14.82,,,
3.402,0.1004,5.10,28.14,3.061,3.74,6.28,14.77,6.657,0.048,
3.234,0.1386,2.17,179.08,2.785,3.68,5.81,16.01,,,
3.916,0.1624,4.98,358.00,3.280,4.55,7.75,15.01,,,
3.965,0.1101,4.11,89.60,3.528,4.40,7.9,14.23,11.977,0.028,
3.949,0.1827,1.87,230.89,3.228,4.67,7.85,15.29,,,
3.203,0.1199,9.07,93.90,2.819,3.59,5.73,15.60,,,
3.925,0.1817,5.04,30.91,3.212,4.64,7.78,15.46,,,
3.97,0.1730,2.51,106.92,3.283,4.66,7.91,15.30,,,
3.212,0.0998,3.71,199.49,2.891,3.53,5.76,15.77,,,
3.952,0.1379,1.31,307.25,3.407,4.50,7.86,15.25,,,
3.98,0.1315,9.14,357.59,3.457,4.50,7.94,14.04,,,
3.246,0.1065,6.25,108.51,2.900,3.59,5.85,15.10,5.309,0.075,
3.95,0.1852,9.96,94.30,3.219,4.68,7.85,14.62,,,
3.206,0.0762,5.51,117.61,2.962,3.45,5.74,15.13,,,
3.451,0.0972,15.14,201.67,3.116,3.79,6.41,14.42,6.894,0.078,
3.22,0.0947,1.44,354.46,2.915,3.52,5.78,15.88,3.796,0.059,
3.943,0.1885,2.36,92.92,3.200,4.69,7.83,14.52,8.131,0.051,
3.238,0.0857,2.31,90.63,2.960,3.52,5.83,15.82,4.828,0.040,
3.253,0.0386,21.27,208.19,3.127,3.38,5.87,13.95,7.468,0.115,
3.217,0.0766,5.31,201.48,2.970,3.46,5.77,15.48,,,
3.928,0.1524,2.70,291.81,3.329,4.53,7.78,15.37,,,
3.965,0.1469,3.15,90.26,3.382,4.55,7.89,14.65,,,
3.974,0.1772,10.64,277.93,3.270,4.68,7.92,14.96,,,
3.96,0.2405,4.08,281.36,3.008,4.91,7.88,14.52,8.829,0.039,
3.222,0.1489,6.00,310.85,2.742,3.70,5.78,15.54,,,
3.97,0.1710,2.19,163.00,3.292,4.65,7.91,15.10,7.219,0.028,
3.222,0.1428,5.26,219.88,2.762,3.68,5.78,15.85,,,
3.202,0.0758,2.85,278.28,2.959,3.44,5.73,15.37,,,
3.209,0.1151,12.54,161.43,2.840,3.58,5.75,15.53,,,
3.209,0.2479,14.36,25.80,2.413,4.00,5.75,15.02,,,
3.204,0.1225,0.35,332.90,2.811,3.60,5.73,16.52,,,
3.209,0.1001,13.23,113.47,2.887,3.53,5.75,15.15,6.024,0.049,
3.231,0.0912,7.56,115.95,2.936,3.53,5.81,15.82,,,
3.231,0.1647,18.62,116.21,2.699,3.76,5.81,15.55,,,
3.211,0.1145,1.82,39.84,2.843,3.58,5.75,15.58,5.339,0.043,
3.219,0.0961,3.93,30.64,2.909,3.53,5.77,15.82,,,
3.214,0.2352,6.88,34.99,2.458,3.97,5.76,15.74,,,
3.238,0.1279,4.15,296.76,2.824,3.65,5.83,15.78,,,
3.231,0.1047,15.66,108.91,2.893,3.57,5.81,14.71,6.311,0.077,
3.218,0.1169,6.34,225.71,2.842,3.59,5.77,15.29,5.455,0.041,
3.222,0.3046,23.28,279.73,2.240,4.20,5.78,15.47,,,
3.234,0.1071,4.07,157.93,2.888,3.58,5.82,15.52,,,
3.232,0.0861,7.08,17.97,2.954,3.51,5.81,15.63,,,
3.201,0.1103,9.13,44.28,2.848,3.55,5.73,15.12,,,
3.237,0.0265,10.86,249.24,3.151,3.32,5.82,14.61,,,
3.248,0.1020,4.36,275.91,2.917,3.58,5.85,15.77,,,
3.223,0.1281,6.74,60.43,2.810,3.64,5.79,15.40,,,3.06
3.232,0.1020,5.37,101.29,2.902,3.56,5.81,15.93,,,
3.236,0.1046,10.63,113.30,2.897,3.57,5.82,15.82,,,
3.23,0.0831,1.70,347.95,2.961,3.50,5.8,16.16,,,
3.201,0.0795,18.12,43.01,2.946,3.46,5.73,15.25,6.488,0.032,
3.218,0.2400,26.79,112.48,2.446,3.99,5.77,15.03,8.092,0.027,
3.23,0.0895,19.87,127.37,2.941,3.52,5.81,14.99,6.581,0.049,
3.329,0.3186,19.72,292.30,2.268,4.39,6.07,14.93,8.658,0.034,
3.24,0.1117,10.24,339.28,2.878,3.60,5.83,14.75,7.762,0.056,
3.23,0.1049,15.68,327.58,2.891,3.57,5.8,15.14,,,2.1681
3.211,0.0918,5.63,30.72,2.916,3.51,5.75,15.51,5.191,0.045,
3.246,0.1116,19.24,94.42,2.884,3.61,5.85,15.04,7.813,0.026,
3.222,0.1104,6.78,179.84,2.866,3.58,5.78,15.48,5.483,0.041,
3.209,0.1885,7.14,284.44,2.604,3.81,5.75,15.37,6.367,0.040,
3.241,0.0863,11.02,175.37,2.961,3.52,5.83,14.72,3.565,0.241,
3.427,0.1206,15.95,73.83,3.013,3.84,6.34,14.44,,,
3.955,0.2083,13.75,285.52,3.131,4.78,7.86,13.70,11.031,0.063,
3.202,0.1497,4.80,90.66,2.723,3.68,5.73,15.48,,,
3.242,0.0284,2.44,73.71,3.150,3.33,5.84,15.28,,,
3.226,0.0577,20.03,169.22,3.040,3.41,5.79,14.81,7.461,0.042,
3.233,0.1043,13.88,133.72,2.896,3.57,5.81,15.04,6.231,0.060,
3.207,0.1854,15.21,185.82,2.612,3.80,5.74,15.29,5.941,0.046,
3.413,0.1141,14.24,36.26,3.023,3.80,6.3,14.86,8.003,0.034,
3.205,0.1735,31.60,85.47,2.649,3.76,5.74,14.76,,,
3.244,0.1751,27.52,51.18,2.676,3.81,5.84,15.04,6.240,0.060,
3.42,0.1030,8.77,168.20,3.068,3.77,6.33,14.68,6.037,0.077,
3.962,0.1578,8.41,202.68,3.337,4.59,7.89,14.19,9.784,0.042,
3.375,0.0903,9.69,14.84,3.071,3.68,6.2,14.71,,,
3.24,0.0971,20.15,323.74,2.926,3.56,5.83,14.69,7.124,0.050,
3.922,0.1743,8.40,84.17,3.238,4.61,7.77,14.17,,,
3.937,0.1347,8.77,218.68,3.406,4.47,7.81,14.29,,,
3.255,0.0899,5.16,68.38,2.962,3.55,5.87,15.97,,,
3.21,0.1543,6.99,225.64,2.715,3.71,5.75,15.44,5.272,0.053,
3.48,0.0813,6.25,336.16,3.197,3.76,6.49,14.90,6.172,0.046,
3.995,0.2287,12.01,29.41,3.082,4.91,7.99,14.47,,,
3.934,0.0298,2.16,180.71,3.817,4.05,7.8,15.19,,,
3.972,0.0383,4.82,142.41,3.820,4.12,7.92,15.08,,,
3.22,0.1067,6.45,238.38,2.877,3.56,5.78,15.61,4.758,0.049,
3.233,0.0956,6.72,51.18,2.924,3.54,5.81,15.00,6.058,0.053,
3.203,0.1316,4.02,341.34,2.782,3.62,5.73,16.00,,,
3.252,0.0756,5.32,279.90,3.006,3.50,5.87,15.68,3.882,0.067,
3.214,0.1782,1.81,287.64,2.641,3.79,5.76,16.21,,,
3.47,0.0422,10.09,81.65,3.323,3.62,6.46,14.71,,,
3.219,0.1193,6.47,160.56,2.835,3.60,5.78,15.55,,,
3.217,0.0212,16.60,201.82,3.149,3.28,5.77,14.79,5.564,0.082,
3.962,0.1829,3.49,301.57,3.237,4.69,7.89,14.66,,,
3.206,0.1804,5.96,289.22,2.627,3.78,5.74,15.50,5.120,0.047,
3.216,0.0184,3.36,253.28,3.157,3.28,5.77,15.84,5.309,0.027,
3.219,0.0741,4.48,220.72,2.981,3.46,5.78,15.72,,,
3.215,0.1081,4.66,103.07,2.868,3.56,5.77,16.11,,,
3.263,0.0485,7.16,174.86,3.105,3.42,5.9,15.38,5.522,0.053,
3.228,0.0986,6.17,240.70,2.910,3.55,5.8,15.62,,,
3.227,0.0713,3.00,169.71,2.997,3.46,5.8,15.83,4.446,0.039,
3.988,0.2014,4.20,43.53,3.184,4.79,7.96,14.45,9.449,0.029,
3.935,0.0266,0.10,38.28,3.830,4.04,7.8,15.22,,,
3.252,0.0987,2.06,324.89,2.931,3.57,5.86,15.56,5.309,0.040,
3.355,0.1267,9.35,205.08,2.929,3.78,6.14,14.95,,,
3.956,0.1396,6.02,133.22,3.403,4.51,7.87,14.85,,,
3.944,0.2175,1.64,167.98,3.086,4.80,7.83,14.95,,,
3.95,0.1948,4.19,21.00,3.180,4.72,7.85,14.33,,,
3.962,0.2169,3.53,32.10,3.103,4.82,7.89,15.49,,,
3.98,0.1719,10.98,315.34,3.296,4.66,7.94,14.41,,,
3.214,0.0959,23.67,339.84,2.906,3.52,5.76,14.83,6.320,0.053,5.33
3.996,0.0606,3.87,47.06,3.754,4.24,7.99,14.31,,,
3.346,0.0455,1.34,8.42,3.193,3.50,6.12,15.24,,,
3.325,0.3741,28.88,79.82,2.081,4.57,6.06,15.24,,,
3.207,0.1781,15.31,304.00,2.636,3.78,5.74,15.24,,,
4.293,0.1325,7.13,42.50,3.724,4.86,8.9,13.84,,,
3.213,0.0941,16.33,237.74,2.911,3.52,5.76,15.26,5.889,0.042,
3.207,0.0596,1.72,314.70,3.016,3.40,5.74,15.98,,,
3.227,0.0528,3.17,184.06,3.057,3.40,5.8,16.23,,,
3.211,0.0602,13.70,3.46,3.017,3.40,5.75,14.94,7.154,0.041,
3.376,0.0723,13.14,89.73,3.132,3.62,6.2,14.96,9.008,0.031,
3.251,0.0593,21.66,154.12,3.058,3.44,5.86,14.85,6.984,0.052,
3.471,0.0331,11.04,173.83,3.356,3.59,6.47,14.99,5.910,0.055,
3.552,0.0553,11.13,164.78,3.356,3.75,6.69,14.93,,,
3.984,0.0618,7.45,196.95,3.738,4.23,7.95,14.48,,,
3.226,0.0297,9.56,199.46,3.130,3.32,5.79,15.20,,,
3.954,0.1964,7.61,264.95,3.178,4.73,7.86,14.56,,,
3.208,0.1768,5.03,7.00,2.641,3.78,5.75,15.56,4.268,0.067,
3.207,0.1616,27.50,122.11,2.689,3.73,5.74,15.13,7.141,0.042,
3.254,0.0815,5.14,218.78,2.988,3.52,5.87,15.00,5.806,0.057,
3.297,0.2706,14.26,243.63,2.405,4.19,5.99,15.63,,,
3.219,0.1446,4.40,176.03,2.753,3.68,5.77,15.51,3.998,0.064,
3.981,0.1486,12.48,301.26,3.390,4.57,7.94,14.61,,,
4.281,0.2515,3.24,233.78,3.204,5.36,8.86,14.65,,,
3.216,0.2299,14.03,86.27,2.477,3.95,5.77,15.72,,,
3.212,0.1143,1.41,1.41,2.845,3.58,5.76,15.80,,,
3.223,0.1658,26.40,237.35,2.688,3.76,5.79,14.89,7.006,0.057,
3.202,0.1488,8.22,80.02,2.726,3.68,5.73,15.20,,,
3.237,0.2823,4.05,131.16,2.323,4.15,5.82,15.06,,,
3.241,0.0987,6.11,350.25,2.921,3.56,5.84,15.63,5.367,0.035,
3.202,0.0631,20.74,228.52,3.000,3.40,5.73,14.68,7.427,0.056,
3.21,0.1231,10.69,170.79,2.815,3.61,5.75,15.25,5.989,0.045,
3.214,0.1032,7.14,234.38,2.882,3.55,5.76,15.52,5.762,0.037,
3.254,0.1014,27.15,12.15,2.924,3.58,5.87,14.84,6.289,0.065,
3.205,0.1720,10.62,338.69,2.654,3.76,5.74,14.99,6.461,0.051,
3.235,0.0114,20.15,227.52,3.198,3.27,5.82,14.77,7.420,0.046,
3.238,0.0961,19.76,53.39,2.927,3.55,5.83,14.94,7.507,0.034,
4.017,0.2358,4.22,229.08,3.070,4.96,8.05,14.66,7.077,0.051,
3.956,0.3118,10.23,297.64,2.722,5.19,7.87,14.31,8.574,0.055,148.699
3.961,0.2942,5.36,238.93,2.795,5.13,7.88,14.54,8.852,0.033,
3.214,0.1797,5.22,276.13,2.636,3.79,5.76,15.36,4.912,0.056,
3.225,0.1213,21.99,305.07,2.834,3.62,5.79,14.72,7.185,0.054,
3.224,0.0269,8.18,51.57,3.137,3.31,5.79,14.87,,,
3.243,0.0462,19.57,237.01,3.093,3.39,5.84,14.85,6.966,0.044,
3.21,0.0145,7.50,264.86,3.164,3.26,5.75,15.02,6.990,0.057,
3.206,0.1935,4.65,231.74,2.585,3.83,5.74,15.70,,,
3.247,0.0671,5.21,166.23,3.029,3.47,5.85,15.32,,,
3.937,0.1861,4.26,356.68,3.204,4.67,7.81,14.73,9.379,0.035,
3.942,0.1869,2.08,105.33,3.205,4.68,7.83,15.52,,,
3.976,0.1183,5.06,40.80,3.506,4.45,7.93,15.13,,,
3.207,0.1515,4.89,64.14,2.721,3.69,5.74,15.36,,,9.25
3.935,0.2354,5.04,308.47,3.009,4.86,7.81,14.34,,,
3.224,0.1414,4.32,69.50,2.768,3.68,5.79,15.72,,,
3.933,0.1684,2.61,256.84,3.271,4.59,7.8,15.65,,,
3.244,0.1088,3.44,239.56,2.891,3.60,5.84,15.92,,,
3.253,0.0654,12.12,114.50,3.040,3.47,5.87,15.24,,,
3.231,0.0917,5.59,155.93,2.934,3.53,5.81,15.86,,,
3.241,0.0084,3.39,286.15,3.214,3.27,5.84,15.39,4.965,0.060,
3.215,0.1399,3.44,172.47,2.765,3.66,5.76,15.64,4.609,0.052,
3.963,0.2355,8.79,260.34,3.030,4.90,7.89,15.15,,,
3.225,0.1359,12.64,184.45,2.787,3.66,5.79,15.56,4.206,0.063,
3.23,0.0740,5.96,91.54,2.991,3.47,5.81,15.38,5.252,0.064,
3.248,0.1256,4.58,278.28,2.840,3.66,5.85,15.42,,,
3.954,0.1887,2.64,79.26,3.208,4.70,7.86,15.47,,,
3.441,0.1136,10.07,327.17,3.050,3.83,6.38,15.23,6.541,0.045,
3.213,0.1579,3.00,172.14,2.705,3.72,5.76,15.61,4.337,0.065,
3.403,0.1110,9.95,92.56,3.025,3.78,6.28,14.97,7.862,0.038,
3.222,0.1050,2.29,106.50,2.884,3.56,5.78,16.20,,,
3.977,0.1733,4.32,310.94,3.288,4.67,7.93,14.97,6.827,0.042,
3.978,0.2009,9.52,353.88,3.179,4.78,7.94,14.72,,,
3.257,0.0589,4.27,197.83,3.065,3.45,5.88,15.64,,,
3.239,0.0462,3.97,294.51,3.090,3.39,5.83,15.53,4.733,0.055,
3.202,0.1295,17.30,131.78,2.787,3.62,5.73,14.89,6.577,0.059,
3.238,0.1095,0.77,333.27,2.884,3.59,5.83,16.20,,,
4.279,0.2833,17.38,4.36,3.067,5.49,8.85,14.40,,,
3.205,0.1739,27.62,127.75,2.647,3.76,5.74,14.31,9.177,0.058,
3.209,0.1324,1.79,111.55,2.784,3.63,5.75,15.74,,,
3.232,0.1019,0.34,240.30,2.902,3.56,5.81,15.99,,,
3.204,0.1723,14.02,46.20,2.652,3.76,5.73,15.01,,,
3.205,0.1927,15.64,73.04,2.587,3.82,5.74,15.12,6.658,0.048,5.813
3.225,0.1493,12.57,276.59,2.743,3.71,5.79,14.78,6.611,0.058,
3.996,0.3126,8.12,180.56,2.747,5.25,7.99,14.28,7.561,0.093,
3.979,0.2443,4.01,293.37,3.007,4.95,7.94,14.68,,,
3.977,0.2155,4.37,281.91,3.120,4.83,7.93,14.73,,,
3.232,0.1304,5.27,249.00,2.810,3.65,5.81,15.20,4.648,0.082,
3.986,0.1329,9.16,294.58,3.456,4.52,7.96,14.45,8.367,0.053,
3.942,0.2038,10.00,273.14,3.139,4.75,7.83,14.53,8.362,0.058,
3.203,0.1978,2.33,256.17,2.570,3.84,5.73,15.96,2.956,0.088,
3.245,0.1018,21.90,254.95,2.914,3.57,5.84,15.11,6.259,0.045,
3.23,0.0818,17.70,282.34,2.966,3.49,5.8,15.10,,,
3.324,0.0260,18.17,257.77,3.237,3.41,6.06,14.51,7.382,0.062,
3.345,0.0730,12.02,266.97,3.101,3.59,6.12,14.82,6.742,0.047,
3.254,0.0737,11.21,268.12,3.014,3.49,5.87,15.16,,,
3.224,0.1059,12.28,84.78,2.883,3.57,5.79,14.56,,,
3.214,0.1288,12.80,244.57,2.800,3.63,5.76,14.97,6.001,0.054,
3.212,0.1702,5.45,188.07,2.665,3.76,5.76,15.63,3.168,0.084,
3.218,0.1022,12.63,324.80,2.889,3.55,5.77,14.79,,,
3.258,0.0254,15.64,273.00,3.175,3.34,5.88,15.09,6.716,0.039,
3.248,0.0846,1.94,98.30,2.973,3.52,5.85,15.74,,,
3.231,0.0377,19.09,2.90,3.109,3.35,5.81,15.44,6.613,0.034,
3.218,0.0767,6.51,343.01,2.971,3.46,5.77,15.50,,,
3.208,0.1461,19.94,21.20,2.739,3.68,5.75,15.48,6.694,0.027,
3.325,0.2602,14.05,259.30,2.460,4.19,6.06,15.66,,,52.3407
3.219,0.1779,15.92,307.61,2.646,3.79,5.77,15.05,4.041,0.108,
3.995,0.2631,10.25,9.79,2.944,5.05,7.99,14.47,,,
3.945,0.1691,3.06,18.53,3.278,4.61,7.84,15.07,,,
3.219,0.0548,0.41,279.70,3.043,3.40,5.78,16.09,,,
3.544,0.0490,6.17,92.76,3.371,3.72,6.67,15.40,,,
3.243,0.2322,12.10,236.79,2.490,4.00,5.84,15.26,,,
3.227,0.1000,4.04,58.60,2.904,3.55,5.8,15.52,,,
3.445,0.1162,10.40,269.63,3.044,3.84,6.39,15.30,6.099,0.039,
3.977,0.2316,9.62,226.82,3.056,4.90,7.93,13.92,8.989,0.066,
3.224,0.0713,21.68,347.31,2.994,3.45,5.79,14.59,,,
3.212,0.0650,16.61,85.81,3.003,3.42,5.76,15.37,,,
3.214,0.0691,15.75,294.02,2.992,3.44,5.76,14.88,,,
3.207,0.0881,5.17,250.28,2.924,3.49,5.74,15.60,,,
3.229,0.1480,7.39,259.87,2.751,3.71,5.8,15.77,,,
3.286,0.1233,1.29,82.94,2.881,3.69,5.96,15.54,,,8.11
3.222,0.1187,3.55,350.88,2.840,3.60,5.78,15.75,,,
3.95,0.2450,8.68,47.81,2.982,4.92,7.85,14.72,7.842,0.038,
3.964,0.1383,10.17,175.19,3.416,4.51,7.89,14.08,,,
3.238,0.0909,15.22,120.37,2.944,3.53,5.83,14.37,8.275,0.059,
3.228,0.0924,7.49,127.68,2.929,3.53,5.8,14.71,4.581,0.160,
3.221,0.1916,11.62,99.52,2.604,3.84,5.78,14.19,9.794,0.061,
3.218,0.2286,7.34,89.79,2.482,3.95,5.77,14.57,,,
3.22,0.0918,16.36,27.64,2.925,3.52,5.78,14.64,7.260,0.058,
3.221,0.1110,11.79,57.22,2.864,3.58,5.78,15.03,5.797,0.069,
3.216,0.1147,12.80,263.82,2.847,3.59,5.77,14.90,5.378,0.081,
3.216,0.1453,18.68,321.75,2.748,3.68,5.77,14.94,5.135,0.039,
3.212,0.2431,26.87,250.73,2.432,3.99,5.76,14.58,7.998,0.048,
3.228,0.1270,8.03,342.00,2.818,3.64,5.8,15.11,5.954,0.060,
3.213,0.1291,2.49,203.84,2.798,3.63,5.76,15.26,4.151,0.112,
3.96,0.0314,2.71,338.45,3.835,4.08,7.88,14.76,,,
3.208,0.0307,15.30,220.77,3.109,3.31,5.75,15.20,,,
3.305,0.2084,3.65,183.00,2.616,3.99,6.01,15.42,5.521,0.048,
3.2,0.1499,3.54,355.64,2.721,3.68,5.73,15.76,,,
3.223,0.0874,17.74,317.31,2.941,3.50,5.79,14.60,,,
3.209,0.2011,15.57,350.62,2.564,3.85,5.75,15.19,5.031,0.064,
3.231,0.1169,1.99,198.30,2.853,3.61,5.81,15.72,,,
3.236,0.2408,21.78,164.05,2.457,4.02,5.82,14.33,10.672,0.043,
3.299,0.2822,2.35,13.02,2.368,4.23,5.99,15.56,,,
3.2,0.0706,20.27,341.96,2.975,3.43,5.73,14.46,7.460,0.066,
3.204,0.1691,11.87,113.07,2.662,3.75,5.74,15.15,6.603,0.044,
3.205,0.1534,13.14,227.64,2.713,3.70,5.74,14.27,7.315,0.091,
3.249,0.0619,11.03,252.49,3.048,3.45,5.86,14.69,6.198,0.080,
3.201,0.1122,15.50,244.33,2.842,3.56,5.73,14.81,6.814,0.060,
3.24,0.1833,2.41,318.74,2.646,3.83,5.83,15.16,4.224,0.119,
3.245,0.1689,2.56,54.86,2.697,3.79,5.85,15.16,5.500,0.070,
3.21,0.1417,9.01,166.33,2.755,3.66,5.75,15.24,,,
3.308,0.1100,1.13,294.60,2.945,3.67,6.02,15.82,,,
3.233,0.1235,10.92,15.63,2.833,3.63,5.81,15.03,6.101,0.057,
